,NEE_obs,SIF_obs,Tair,SWC,RH,PAR,LAI,wind_speed,wind_direction,PAR_label,NEE_night
12/5/13 00:00,1.33,0,2.9,0.61,74.2,0,0.03,0.7,170,0,0.815555556
12/5/13 01:00,1.31,0,3,0.61,75.7,0,0.03,0.8,116,0,0.815555556
12/5/13 02:00,1.3,0,3.1,0.61,74.7,0,0.03,1,125,0,0.815555556
12/5/13 03:00,1.21,0,3.8,0.61,75.5,0,0.03,1.3,135,0,0.815555556
12/5/13 04:00,0.95,0,4.1,0.61,78.8,0,0.03,1.7,152,0,0.815555556
12/5/13 05:00,0.3,0,4.2,0.61,87.7,0,0.03,1.7,137,0,0.815555556
12/5/13 06:00,3.38,0,4.1,0.61,91.9,0,0.03,2,134,0,0.815555556
12/5/13 07:00,0.83,0,3.6,0.61,96.7,0,0.03,2.1,110,0,0.815555556
12/5/13 08:00,-1.83,0,3.8,0.61,98.8,0,0.03,3.1,115,0,0.815555556
12/5/13 09:00,10.82,0,3.8,0.61,99.3,0,0.03,3.1,121,0,0.815555556
12/5/13 14:00,0.66,0,7.9,0.6095,101,0,0.03,2.9,,0,0.815555556
12/5/13 15:00,0.61,0,8.3,0.609,101,0,0.03,2.7,,0,0.815555556
12/5/13 16:00,0.59,0,8.4,0.609,101,0,0.03,2.6,,0,0.815555556
12/5/13 17:00,0.51,0,9.1,0.609,101,0,0.03,2.9,,0,0.815555556
12/5/13 18:00,0.32,0,10.4,0.609,101,0,0.03,3.2,201,0,0.815555556
12/5/13 19:00,0.28,0,10.7,0.609,101,0,0.03,5.1,,0,0.815555556
12/5/13 20:00,0.27,0,10.8,0.61,101,0,0.03,2.5,,0,0.815555556
12/5/13 21:00,0.26,0,10.9,0.6105,101,0,0.03,2.4,,0,0.815555556
12/5/13 22:00,0.27,0,10.8,0.61,101,0,0.03,3.7,,0,0.815555556
12/5/13 23:00,0.3,0,10.6,0.61,101,0,0.03,3.6,,0,0.815555556
12/7/13 00:00,1.8,0,-0.6,0.6165,101,0,0.03,2,,0,1.955
12/7/13 01:00,1.85,0,-1,0.616,101,0,0.03,1.7,,0,1.955
12/7/13 02:00,1.86,0,-1.1,0.615,101,0,0.03,1.8,,0,1.955
12/7/13 03:00,1.88,0,-1.2,0.615,101,0,0.03,1.7,,0,1.955
12/7/13 04:00,1.89,0,-1.3,0.614,101.2,0,0.03,1.6,,0,1.955
12/7/13 05:00,1.89,0,-1.3,0.614,101.9,0,0.03,1.6,,0,1.955
12/7/13 06:00,1.89,0,-1.3,0.614,101.9,0,0.03,1.5,,0,1.955
12/7/13 07:00,1.9,0,-1.4,0.613,101.8,0,0.03,1.1,,0,1.955
12/7/13 16:00,0.91,0,-1.9,0.612,95.3,0,0.03,1.2,282,0,1.955
12/7/13 17:00,1.67,0,-2.8,0.611,95.1,0,0.03,1.4,300,0,1.955
12/7/13 18:00,2.17,0,-3.4,0.611,97,0,0.03,1.2,320,0,1.955
12/7/13 19:00,2.25,0,-4,0.611,97.6,0,0.03,1.1,,0,1.955
12/7/13 20:00,2.26,0,-4.1,0.611,92.9,0,0.03,1.2,,0,1.955
12/7/13 21:00,2.31,0,-4.5,0.611,86.3,0,0.03,1,,0,1.955
12/7/13 22:00,2.37,0,-4.9,0.611,90.8,0,0.03,1,,0,1.955
12/7/13 23:00,2.38,0,-5,0.611,90.7,0,0.03,1.3,,0,1.955
12/12/13 00:00,2.7,0,-7.4,0.608,98.1,0,0.03,2.1,,0,2.987333333
12/12/13 01:00,2.78,0,-8,0.608,97.8,0,0.03,1.6,,0,2.987333333
12/12/13 02:00,2.79,0,-8.1,0.608,97.1,0,0.03,1.3,,0,2.987333333
12/12/13 03:00,2.84,0,-8.4,0.608,95.8,0,0.03,1.4,,0,2.987333333
12/12/13 04:00,3,0,-9.6,0.608,93.6,0,0.03,1.5,,0,2.987333333
12/12/13 05:00,3.04,0,-9.9,0.608,91,0,0.03,1.4,,0,2.987333333
12/12/13 06:00,3.12,0,-10.6,0.608,88.4,0,0.03,1.6,,0,2.987333333
12/12/13 16:00,3.02,0,-9.8,0.608,61.1,0,0.03,1.1,,0,2.987333333
12/12/13 17:00,3.11,0,-10.4,0.608,64,0,0.03,1,,0,2.987333333
12/12/13 18:00,3.1,0,-10.4,0.608,64.6,0,0.03,1,,0,2.987333333
12/12/13 19:00,3.14,0,-10.7,0.608,71.6,0,0.03,1.6,,0,2.987333333
12/12/13 20:00,3.12,0,-10.6,0.608,74,0,0.03,1.8,,0,2.987333333
12/12/13 21:00,3.01,0,-9.7,0.608,74.7,0,0.03,3,,0,2.987333333
12/12/13 22:00,2.99,0,-9.6,0.608,72.2,0,0.03,0.2,337,0,2.987333333
12/12/13 23:00,3.05,0,-10,0.608,78.1,0,0.03,2.9,,0,2.987333333
12/13/13 00:00,3.1,0,-10.4,0.608,79.1,0,0.03,3.1,,0,3.024375
12/13/13 01:00,3.14,0,-10.7,0.608,79.8,0,0.03,2.8,,0,3.024375
12/13/13 02:00,3.17,0,-10.9,0.608,80.5,0,0.03,0.7,72,0,3.024375
12/13/13 03:00,3.17,0,-10.9,0.608,80.5,0,0.03,0.6,71,0,3.024375
12/13/13 04:00,3.19,0,-11.1,0.608,83.5,0,0.03,0.5,71,0,3.024375
12/13/13 05:00,3.14,0,-10.7,0.608,83.3,0,0.03,0.6,72,0,3.024375
12/13/13 06:00,3.09,0,-10.3,0.608,83.4,0,0.03,0.3,64,0,3.024375
12/13/13 07:00,1.58,0,-9.7,0.608,81.5,0,0.03,0.2,53,0,3.024375
12/13/13 16:00,2.55,0,-6.2,0.609,80.9,0,0.03,0.6,304,0,3.024375
12/13/13 17:00,7.24,0,-6.9,0.609,77.6,0,0.03,0.4,313,0,3.024375
12/13/13 18:00,2.75,0,-7.8,0.609,83.6,0,0.03,0.8,337,0,3.024375
12/13/13 19:00,2.84,0,-8.4,0.609,86.4,0,0.03,0.4,344,0,3.024375
12/13/13 20:00,2.87,0,-8.7,0.609,80.8,0,0.03,0.2,36,0,3.024375
12/13/13 21:00,2.94,0,-9.2,0.6085,70.9,0,0.03,0.2,55,0,3.024375
12/13/13 22:00,3.14,0,-10.7,0.608,80,0,0.03,0.6,68,0,3.024375
12/13/13 23:00,0.48,0,-12.7,0.608,82.4,0,0.03,1.2,74,0,3.024375
12/14/13 00:00,6.58,0,-13.6,0.608,80.5,0,0.03,1.5,76,0,4.149333333
12/14/13 01:00,11.61,0,-14.2,0.608,77.6,0,0.03,1.7,76,0,4.149333333
12/14/13 02:00,3.66,0,-14.6,0.608,77.8,0,0.03,2.1,76,0,4.149333333
12/14/13 03:00,5.23,0,-15,0.608,78.3,0,0.03,2.2,77,0,4.149333333
12/14/13 04:00,9.52,0,-15.3,0.608,78.2,0,0.03,2.2,77,0,4.149333333
12/14/13 05:00,4.32,0,-15.2,0.608,78,0,0.03,2.2,76,0,4.149333333
12/14/13 06:00,3.67,0,-15.4,0.608,74.2,0,0.03,2.3,76,0,4.149333333
12/14/13 07:00,-3.58,0,-15.4,0.608,71.3,0,0.03,2.3,76,0,4.149333333
12/14/13 15:00,3.37,0,-12.4,0.608,73.5,0,0.03,2.4,,0,4.149333333
12/14/13 16:00,3.42,0,-12.8,0.608,82.9,0,0.03,2.7,,0,4.149333333
12/14/13 17:00,3.45,0,-13,0.608,90.2,0,0.03,2.6,,0,4.149333333
12/14/13 18:00,3.42,0,-12.8,0.608,92.6,0,0.03,2.7,,0,4.149333333
12/14/13 19:00,3.34,0,-12.2,0.608,94.1,0,0.03,3.2,,0,4.149333333
12/14/13 20:00,3.23,0,-11.3,0.608,95,0,0.03,3.3,,0,4.149333333
12/14/13 21:00,3.11,0,-10.4,0.608,96,0,0.03,3.3,,0,4.149333333
12/14/13 22:00,3.02,0,-9.8,0.608,96.9,0,0.03,3.8,,0,4.149333333
12/14/13 23:00,2.9,0,-8.9,0.608,97.4,0,0.03,3.6,,0,4.149333333
12/19/13 00:00,2.42,0,-5.3,0.609,94.1,0,0.03,1.6,,0,1.927142857
12/19/13 01:00,2.36,0,-4.9,0.609,93.4,0,0.03,2.1,,0,1.927142857
12/19/13 02:00,2.32,0,-4.5,0.609,91.8,0,0.03,2.5,,0,1.927142857
12/19/13 03:00,2.33,0,-4.6,0.609,91.7,0,0.03,2.5,,0,1.927142857
12/19/13 04:00,2.26,0,-4.1,0.609,88.4,0,0.03,2.6,,0,1.927142857
12/19/13 05:00,2.23,0,-3.8,0.609,86.8,0,0.03,2,,0,1.927142857
12/19/13 06:00,2.32,0,-4.5,0.609,89.7,0,0.03,2.2,,0,1.927142857
12/19/13 16:00,1.1,0,1.3,0.609,65.9,0,0.03,1.8,240,0,1.927142857
12/19/13 17:00,1.7,0,1.1,0.609,66.9,0,0.03,2,246,0,1.927142857
12/19/13 18:00,3.99,0,1.1,0.609,67.4,0,0.03,2.4,248,0,1.927142857
12/19/13 19:00,1.58,0,1,0.609,68,0,0.03,2,261,0,1.927142857
12/19/13 20:00,0.5,0,1.1,0.609,68,0,0.03,2,258,0,1.927142857
12/19/13 21:00,0.91,0,1.4,0.609,67.5,0,0.03,1.6,244,0,1.927142857
12/19/13 22:00,0.96,0,1.5,0.609,68.2,0,0.03,1.4,232,0,1.927142857
12/19/13 23:00,-2.42,0,1.5,0.609,69.2,0,0.03,1.3,219,0,1.927142857
12/20/13 00:00,3.12,0,1.5,0.609,69.8,0,0.03,1.2,219,0,1.377647059
12/20/13 01:00,2.54,0,1,0.609,73.7,0,0.03,0.9,197,0,1.377647059
12/20/13 02:00,1.66,0,0.4,0.609,76.3,0,0.03,0.3,164,0,1.377647059
12/20/13 03:00,1.67,0,0.4,0.609,76.3,0,0.03,0.5,144,0,1.377647059
12/20/13 04:00,1.56,0,1.2,0.609,73.1,0,0.03,1.2,177,0,1.377647059
12/20/13 05:00,1.52,0,1.5,0.609,72.2,0,0.03,1.1,152,0,1.377647059
12/20/13 06:00,1.56,0,1.2,0.609,74.6,0,0.03,1.1,139,0,1.377647059
12/20/13 07:00,1.55,0,1.2,0.609,74.9,0,0.03,0.9,146,0,1.377647059
12/20/13 15:00,0.81,0,6.8,0.609,63,0,0.03,2.1,213,0,1.377647059
12/20/13 16:00,0.81,0,6.8,0.609,63.5,0,0.03,2,219,0,1.377647059
12/20/13 17:00,0.81,0,6.8,0.609,63.7,0,0.03,2,212,0,1.377647059
12/20/13 18:00,0.89,0,6.2,0.609,65.5,0,0.03,1.8,218,0,1.377647059
12/20/13 19:00,0.93,0,5.9,0.609,66.6,0,0.03,1.6,221,0,1.377647059
12/20/13 20:00,0.99,0,5.4,0.609,68.3,0,0.03,1.8,223,0,1.377647059
12/20/13 21:00,1.03,0,5.1,0.609,69.7,0,0.03,1.9,218,0,1.377647059
12/20/13 22:00,1.01,0,5.3,0.609,68.9,0,0.03,2.3,214,0,1.377647059
12/20/13 23:00,0.96,0,5.6,0.609,67.7,0,0.03,1.8,222,0,1.377647059
12/21/13 00:00,0.94,0,5.8,0.609,66.7,0,0.03,1.5,212,0,0.650588235
12/21/13 01:00,0.88,0,6.2,0.609,63.6,0,0.03,1.6,216,0,0.650588235
12/21/13 02:00,0.89,0,6.2,0.6095,63.4,0,0.03,2.2,223,0,0.650588235
12/21/13 03:00,0.96,0,5.7,0.609,68.4,0,0.03,2,229,0,0.650588235
12/21/13 04:00,0.95,0,5.7,0.61,71.9,0,0.03,2,218,0,0.650588235
12/21/13 05:00,0.98,0,5.5,0.61,77.3,0,0.03,2,224,0,0.650588235
12/21/13 06:00,0.95,0,5.7,0.61,82.5,0,0.03,2.1,211,0,0.650588235
12/21/13 07:00,0.94,0,5.8,0.61,85,0,0.03,2.6,213,0,0.650588235
12/21/13 15:00,0.25,0,11,0.612,79,0,0.03,1.8,201,0,0.650588235
12/21/13 16:00,0.32,0,10.4,0.613,82.1,0,0.03,2.2,204,0,0.650588235
12/21/13 17:00,0.38,0,10,0.614,85.5,0,0.03,2.3,213,0,0.650588235
12/21/13 18:00,0.49,0,9.2,0.6155,92.2,0,0.03,1.8,210,0,0.650588235
12/21/13 19:00,0.48,0,9.2,0.6165,92.6,0,0.03,2,208,0,0.650588235
12/21/13 20:00,0.44,0,9.6,0.618,91.3,0,0.03,2,216,0,0.650588235
12/21/13 21:00,0.43,0,9.7,0.619,92.6,0,0.03,2.2,211,0,0.650588235
12/21/13 22:00,0.38,0,10,0.62,94,0,0.03,2.4,204,0,0.650588235
12/21/13 23:00,0.4,0,9.9,0.62,95.4,0,0.03,2,200,0,0.650588235
12/22/13 00:00,0.51,0,10.1,0.6205,96.4,0,0.03,2.5,203,0,0.655384615
12/22/13 01:00,0.54,0,10,0.621,99.1,0,0.03,2.3,214,0,0.655384615
12/22/13 02:00,0.53,0,10,0.6215,100,0,0.03,2.4,204,0,0.655384615
12/22/13 03:00,0.49,0,10.3,0.6225,100,0,0.03,2.9,193,0,0.655384615
12/22/13 04:00,0.39,0,11,0.624,100,0,0.03,3.1,197,0,0.655384615
12/22/13 05:00,0.33,0,11.4,0.625,100,0,0.03,3.2,201,0,0.655384615
12/22/13 06:00,0.22,0,12.1,0.625,100,0,0.03,3.9,,0,0.655384615
12/22/13 07:00,0.08,0,13.1,0.626,100,0,0.03,4,185,0,0.655384615
12/22/13 08:00,0.02,0,13.5,0.6275,100,0,0.03,4.6,171,0,0.655384615
12/22/13 13:00,-0.14,0,14.6,0.6345,100,0,0.03,3,186,0,0.655384615
12/22/13 14:00,-0.22,0,15.1,0.635,99.7,0,0.03,3.1,186,0,0.655384615
12/22/13 15:00,-0.24,0,15.2,0.636,94.4,0,0.03,3,182,0,0.655384615
12/22/13 16:00,-0.21,0,15.1,0.6365,94.5,0,0.03,2.3,219,0,0.655384615
12/22/13 17:00,-0.16,0,14.7,0.637,94.1,0,0.03,2.7,188,0,0.655384615
12/22/13 18:00,-0.15,0,14.6,0.637,91.3,0,0.03,2.5,183,0,0.655384615
12/22/13 19:00,-0.18,0,14.8,0.637,88.6,0,0.03,2.5,190,0,0.655384615
12/22/13 20:00,1.11,0,6.1,0.637,95.8,0,0.03,2.9,,0,0.655384615
12/22/13 21:00,1.39,0,4.2,0.637,100,0,0.03,1.4,59,0,0.655384615
12/22/13 22:00,1.4,0,4.1,0.637,100,0,0.03,1.3,88,0,0.655384615
12/22/13 23:00,1.51,0,3.4,0.636,100,0,0.03,1.4,89,0,0.655384615
12/23/13 00:00,1.59,0,2.8,0.6355,100,0,0.03,1.6,61,0,1.722631579
12/23/13 01:00,1.63,0,2.6,0.635,100,0,0.03,1.7,63,0,1.722631579
12/23/13 02:00,1.78,0,1.5,0.6345,100,0,0.03,2,63,0,1.722631579
12/23/13 03:00,1.88,0,0.9,0.634,100,0,0.03,1.9,66,0,1.722631579
12/23/13 04:00,1.97,0,0.3,0.634,100,0,0.03,1.9,69,0,1.722631579
12/23/13 05:00,1.98,0,0.2,0.6335,100,0,0.03,1.6,68,0,1.722631579
12/23/13 06:00,1.97,0,0.3,0.633,100,0,0.03,2.1,82,0,1.722631579
12/23/13 07:00,1.94,0,0.5,0.633,100,0,0.03,1.5,87,0,1.722631579
12/23/13 08:00,1.88,0,0.9,0.633,100,0,0.03,1.8,,0,1.722631579
12/23/13 14:00,1.58,0,2.9,0.64,100,0,0.03,1.3,,0,1.722631579
12/23/13 15:00,1.58,0,2.9,0.642,100,0,0.03,1.2,,0,1.722631579
12/23/13 16:00,1.34,0,4.6,0.645,100,0,0.03,1.1,,0,1.722631579
12/23/13 17:00,1.37,0,4.4,0.644,87.1,0,0.03,1.5,,0,1.722631579
12/23/13 18:00,1.57,0,3,0.644,89.9,0,0.03,1.6,,0,1.722631579
12/23/13 19:00,1.55,0,3.1,0.6435,83.6,0,0.03,1.8,,0,1.722631579
12/23/13 20:00,1.62,0,2.7,0.643,67.9,0,0.03,2.5,,0,1.722631579
12/23/13 21:00,1.72,0,2,0.642,84.1,0,0.03,2,,0,1.722631579
12/23/13 22:00,1.83,0,1.2,0.641,89.8,0,0.03,2.7,,0,1.722631579
12/23/13 23:00,1.95,0,0.4,0.6395,95.6,0,0.03,1.8,352,0,1.722631579
12/24/13 00:00,2.01,0,0,0.6385,96.8,0,0.03,2,,0,2.355625
12/24/13 01:00,2.09,0,-0.6,0.638,92.2,0,0.03,2,,0,2.355625
12/24/13 02:00,2.19,0,-1.2,0.637,97,0,0.03,2.2,,0,2.355625
12/24/13 03:00,2.25,0,-1.6,0.636,93.9,0,0.03,2.4,,0,2.355625
12/24/13 04:00,2.33,0,-2.2,0.636,88.4,0,0.03,2.2,,0,2.355625
12/24/13 05:00,2.41,0,-2.7,0.635,88.9,0,0.03,1.8,,0,2.355625
12/24/13 06:00,2.5,0,-3.4,0.635,89,0,0.03,2.1,,0,2.355625
12/24/13 07:00,2.61,0,-4.1,0.634,82.7,0,0.03,2.1,,0,2.355625
12/24/13 16:00,0.09,0,-2.6,0.631,58.2,0,0.03,1.5,203,0,2.355625
12/24/13 17:00,2.55,0,-3.6,0.631,73.6,0,0.03,2.1,,0,2.355625
12/24/13 18:00,2.65,0,-4.3,0.631,81.5,0,0.03,1.4,,0,2.355625
12/24/13 19:00,2.62,0,-4.2,0.631,76.6,0,0.03,2.1,,0,2.355625
12/24/13 20:00,2.69,0,-4.6,0.631,78.3,0,0.03,2.1,,0,2.355625
12/24/13 21:00,2.76,0,-5.1,0.6305,77.3,0,0.03,3.5,,0,2.355625
12/24/13 22:00,2.91,0,-6.1,0.63,70.3,0,0.03,3.4,,0,2.355625
12/24/13 23:00,3.03,0,-6.9,0.63,69.9,0,0.03,3.9,,0,2.355625
12/27/13 00:00,2.72,0,-4.8,0.619,89.3,0,0.03,1.4,,0,2.616875
12/27/13 01:00,2.78,0,-5.2,0.619,91.8,0,0.03,1.7,,0,2.616875
12/27/13 02:00,2.83,0,-5.6,0.618,92.4,0,0.03,1.4,,0,2.616875
12/27/13 03:00,2.84,0,-5.6,0.618,90.1,0,0.03,1.5,,0,2.616875
12/27/13 04:00,2.89,0,-6,0.618,90.1,0,0.03,1.4,,0,2.616875
12/27/13 05:00,2.91,0,-6.1,0.618,88.1,0,0.03,1.2,,0,2.616875
12/27/13 06:00,2.98,0,-6.5,0.618,89.7,0,0.03,1.6,,0,2.616875
12/27/13 07:00,3.02,0,-6.8,0.618,91.9,0,0.03,1.1,,0,2.616875
12/27/13 16:00,2.35,0,-2.3,0.617,73.5,0,0.03,1.9,,0,2.616875
12/27/13 17:00,2.39,0,-2.6,0.617,76.5,0,0.03,2,,0,2.616875
12/27/13 18:00,2.4,0,-2.7,0.617,78.6,0,0.03,1.7,,0,2.616875
12/27/13 19:00,2.36,0,-2.4,0.617,78.4,0,0.03,2,,0,2.616875
12/27/13 20:00,2.34,0,-2.3,0.617,79,0,0.03,2.3,,0,2.616875
12/27/13 21:00,2.32,0,-2.1,0.617,76.9,0,0.03,3.1,,0,2.616875
12/27/13 22:00,2.33,0,-2.2,0.617,77,0,0.03,1.8,,0,2.616875
12/27/13 23:00,2.41,0,-2.7,0.617,79.3,0,0.03,1.4,,0,2.616875
12/28/13 00:00,2.45,0,-3,0.617,83.4,0,0.03,1.1,,0,2.521818182
12/28/13 01:00,2.56,0,-3.8,0.617,86.9,0,0.03,1.4,,0,2.521818182
12/28/13 02:00,2.57,0,-3.8,0.6165,88.5,0,0.03,1.8,,0,2.521818182
12/28/13 03:00,2.54,0,-3.6,0.616,88.1,0,0.03,2.2,,0,2.521818182
12/28/13 04:00,2.54,0,-3.6,0.616,91,0,0.03,2,,0,2.521818182
12/28/13 05:00,2.58,0,-3.8,0.6155,92.5,0,0.03,2.1,,0,2.521818182
12/28/13 06:00,2.53,0,-3.5,0.615,92.3,0,0.03,2.4,,0,2.521818182
12/28/13 16:00,-0.23,0,3.8,0.6145,64.7,0,0.03,1.7,272,0,2.521818182
12/28/13 17:00,2.94,0,2.9,0.6145,70,0,0.03,1.8,283,0,2.521818182
12/28/13 18:00,-1.68,0,2.6,0.614,73.2,0,0.03,2.1,274,0,2.521818182
12/28/13 19:00,2.7,0,2.2,0.614,75,0,0.03,1.7,243,0,2.521818182
12/28/13 20:00,2.65,0,2.6,0.614,73.6,0,0.03,1.8,247,0,2.521818182
12/28/13 21:00,1.68,0,2.2,0.614,75.2,0,0.03,1.2,239,0,2.521818182
12/28/13 22:00,-1.23,0,2.2,0.614,74.2,0,0.03,1.6,227,0,2.521818182
12/28/13 23:00,-0.32,0,2.2,0.614,70.8,0,0.03,2,224,0,2.521818182
12/29/13 00:00,3.11,0,2,0.614,71.8,0,0.03,1.3,233,0,2.026470588
12/29/13 01:00,2.3,0,2.4,0.614,69.8,0,0.03,1.4,238,0,2.026470588
12/29/13 02:00,2.51,0,2.5,0.614,69.9,0,0.03,1.7,228,0,2.026470588
12/29/13 03:00,1.96,0,2.2,0.614,71.8,0,0.03,1.5,204,0,2.026470588
12/29/13 04:00,1.71,0,2.7,0.614,69.8,0,0.03,1.8,201,0,2.026470588
12/29/13 05:00,-1.38,0,2.8,0.614,69.8,0,0.03,1.2,194,0,2.026470588
12/29/13 06:00,1.54,0,3.3,0.614,68.5,0,0.03,1.1,221,0,2.026470588
12/29/13 07:00,1.64,0,2.5,0.614,71.5,0,0.03,0.8,156,0,2.026470588
12/29/13 14:00,3.3,0,2.2,0.614,93.9,0,0.03,1.4,180,0,2.026470588
12/29/13 15:00,1.77,0,1.6,0.614,99.9,0,0.03,2.1,,0,2.026470588
12/29/13 16:00,1.77,0,1.6,0.623,100,0,0.03,2.7,,0,2.026470588
12/29/13 17:00,1.7,0,2.1,0.6395,100,0,0.03,2.7,,0,2.026470588
12/29/13 18:00,1.75,0,1.7,0.659,100,0,0.03,2.2,,0,2.026470588
12/29/13 19:00,1.87,0,0.9,0.6785,100,0,0.03,3.6,,0,2.026470588
12/29/13 20:00,1.81,0,1.4,0.727,100,0,0.03,3,,0,2.026470588
12/29/13 21:00,1.84,0,1.1,0.7325,100,0,0.03,2.5,,0,2.026470588
12/29/13 22:00,1.92,0,0.6,0.7465,100,0,0.03,2.3,,0,2.026470588
12/29/13 23:00,1.95,0,0.4,0.7455,42.6,0,0.03,1.9,,0,2.026470588
1/11/14 00:00,1.2,0,0.8,0.601,100.1,0,0.03,1.1,126,0,1.469047619
1/11/14 01:00,1.66,0,1.2,0.602,100.1,0,0.03,1.4,148,0,1.469047619
1/11/14 02:00,1.64,0,1.7,0.602,100.1,0,0.03,2,,0,1.469047619
1/11/14 03:00,1.62,0,2.7,0.602,99.8,0,0.03,2.2,,0,1.469047619
1/11/14 04:00,1.57,0,4.3,0.6025,99.1,0,0.03,2.5,,0,1.469047619
1/11/14 05:00,1.54,0,5.3,0.603,99.1,0,0.03,2.9,,0,1.469047619
1/11/14 06:00,1.5,0,6.5,0.603,99.1,0,0.03,3.5,,0,1.469047619
1/11/14 07:00,1.48,0,7.2,0.6035,99.1,0,0.03,4.2,,0,1.469047619
1/11/14 08:00,1.45,0,8.4,0.6045,99.1,0,0.03,3.9,,0,1.469047619
1/11/14 09:00,1.39,0,10.5,0.608,99.1,0,0.03,4.5,,0,1.469047619
1/11/14 13:00,1.32,0,12.8,0.646,96.1,0,0.03,4.9,,0,1.469047619
1/11/14 14:00,1.31,0,13.1,0.6485,96.3,0,0.03,5,,0,1.469047619
1/11/14 15:00,1.3,0,13.3,0.657,96.8,0,0.03,4.5,,0,1.469047619
1/11/14 16:00,1.3,0,13.6,0.679,97.3,0,0.03,4.7,,0,1.469047619
1/11/14 17:00,1.3,0,13.5,0.7035,98.1,0,0.03,4,,0,1.469047619
1/11/14 18:00,1.3,0,13.5,0.721,98.1,0,0.03,4.1,,0,1.469047619
1/11/14 19:00,1.32,0,12.6,0.7515,98.1,0,0.03,2.2,222,0,1.469047619
1/11/14 20:00,0.84,0,12,0.7735,98.1,0,0.03,2,205,0,1.469047619
1/11/14 21:00,2.01,0,11.3,0.789,97.1,0,0.03,2.6,175,0,1.469047619
1/11/14 22:00,0.46,0,10.7,0.7935,95.9,0,0.03,2.3,190,0,1.469047619
1/11/14 23:00,3.34,0,10.3,0.79,95.3,0,0.03,3.5,210,0,1.469047619
1/12/14 00:00,4.49,0,8.3,0.783,92.8,0,0.03,3.2,280,0,3.456
1/12/14 01:00,3.74,0,5.4,0.779,92.2,0,0.03,3.1,291,0,3.456
1/12/14 02:00,5.47,0,4.7,0.7695,93.1,0,0.03,2.8,286,0,3.456
1/12/14 03:00,3.76,0,4.2,0.7625,89,0,0.03,2.8,281,0,3.456
1/12/14 04:00,4.93,0,3.9,0.758,85.2,0,0.03,3.1,282,0,3.456
1/12/14 05:00,0.29,0,3.2,0.74,75,0,0.03,4,289,0,3.456
1/12/14 06:00,5.39,0,2.3,0.7215,74.1,0,0.03,5.1,287,0,3.456
1/12/14 07:00,3.36,0,2,0.693,74,0,0.03,4.6,287,0,3.456
1/12/14 16:00,4.04,0,2,0.6545,64.1,0,0.03,3.1,280,0,3.456
1/12/14 17:00,2.79,0,1.6,0.6525,64.9,0,0.03,3.5,287,0,3.456
1/12/14 18:00,4.02,0,1.4,0.6505,64.7,0,0.03,3.2,287,0,3.456
1/12/14 19:00,5.37,0,1,0.65,65.9,0,0.03,3.8,282,0,3.456
1/12/14 20:00,2.97,0,0.8,0.649,67.5,0,0.03,3.1,279,0,3.456
1/12/14 21:00,0.78,0,0.7,0.648,69,0,0.03,2.9,276,0,3.456
1/12/14 22:00,-0.23,0,0.6,0.6465,68.7,0,0.03,3,274,0,3.456
1/12/14 23:00,0.44,0,0.1,0.6455,72.6,0,0.03,2.8,270,0,3.456
1/13/14 00:00,2.88,0,-0.5,0.645,77.9,0,0.03,2,268,0,2.532666667
1/13/14 01:00,2.17,0,-1.1,0.644,78.7,0,0.03,1.5,231,0,2.532666667
1/13/14 02:00,4.7,0,-1.4,0.643,81.9,0,0.03,1.3,242,0,2.532666667
1/13/14 03:00,4.6,0,-1.3,0.642,77.1,0,0.03,1.5,234,0,2.532666667
1/13/14 04:00,2.16,0,-1.3,0.6415,78.1,0,0.03,1.5,232,0,2.532666667
1/13/14 05:00,0.46,0,-1.6,0.641,82.1,0,0.03,1.4,227,0,2.532666667
1/13/14 06:00,0.98,0,-1.5,0.64,82.9,0,0.03,1.7,230,0,2.532666667
1/13/14 16:00,2.53,0,6,0.639,60,0,0.03,3.1,196,0,2.532666667
1/13/14 17:00,2.24,0,5.6,0.639,66.2,0,0.03,2.4,193,0,2.532666667
1/13/14 18:00,2.85,0,5.6,0.638,68.7,0,0.03,2.7,187,0,2.532666667
1/13/14 19:00,2.94,0,5.9,0.638,66.3,0,0.03,2.5,194,0,2.532666667
1/13/14 20:00,2.05,0,6.7,0.638,60.4,0,0.03,3.5,191,0,2.532666667
1/13/14 21:00,2.68,0,7,0.638,62.3,0,0.03,3.6,199,0,2.532666667
1/13/14 22:00,2.12,0,6.9,0.638,67.5,0,0.03,4.1,206,0,2.532666667
1/13/14 23:00,2.63,0,6.7,0.638,74.3,0,0.03,4.6,208,0,2.532666667
1/14/14 00:00,2.51,0,6.5,0.638,77.1,0,0.03,3.4,210,0,1.857368421
1/14/14 01:00,2.23,0,6.3,0.638,78.5,0,0.03,2.8,213,0,1.857368421
1/14/14 02:00,3.26,0,6.4,0.638,79.7,0,0.03,2.8,215,0,1.857368421
1/14/14 03:00,1.85,0,6.5,0.638,81.2,0,0.03,3,208,0,1.857368421
1/14/14 04:00,1.89,0,6.7,0.638,82.1,0,0.03,2.6,211,0,1.857368421
1/14/14 05:00,1.83,0,6.8,0.638,82.7,0,0.03,3,202,0,1.857368421
1/14/14 06:00,2.67,0,6.8,0.638,83.2,0,0.03,3.1,206,0,1.857368421
1/14/14 07:00,1.98,0,6.4,0.638,87.6,0,0.03,3.3,207,0,1.857368421
