,NEE_obs,SIF_obs,Tair,SWC,RH,PAR,LAI,wind_speed,wind_direction,PAR_label,NEE_night
6/19/13 00:00,2.37,0,12.6,0.619,94.5,0,2.45,1.4,339,0,3.524444444
6/19/13 01:00,10.95,0,12.3,0.619,95.7,0,2.45,1.5,344,0,3.524444444
6/19/13 02:00,4.16,0,11.9,0.619,93.8,0,2.45,2,353,0,3.524444444
6/19/13 03:00,5.25,0,11.3,0.6185,92.1,0,2.45,2.3,337,0,3.524444444
6/19/13 04:00,2.32,0,11.2,0.618,88.1,0,2.45,3,342,0,3.524444444
6/19/13 19:00,4.61,0,16.6,0.608,57.2,0,2.45,1.8,338,0,3.524444444
6/19/13 20:00,2.22,0,15.4,0.608,58.5,0,2.45,1.9,330,0,3.524444444
6/19/13 21:00,3.19,0,15.5,0.608,53.7,0,2.45,2.1,338,0,3.524444444
6/19/13 22:00,3.57,0,14.4,0.608,56.8,0,2.45,2.2,324,0,3.524444444
6/19/13 23:00,4.03,0,12.6,0.608,66.9,0,2.45,1.8,319,0,3.524444444
6/20/13 00:00,13.66,0,11.7,0.608,74.5,0,2.45,1.1,344,0,3.59
6/20/13 01:00,3.99,0,12.3,0.608,70.7,0,2.45,0.8,307,0,3.59
6/20/13 02:00,4,0,12.4,0.608,68.8,0,2.45,1.5,301,0,3.59
6/20/13 03:00,3.72,0,10.6,0.608,79.8,0,2.45,1.1,327,0,3.59
6/20/13 19:00,4.49,0,19.9,0.6005,54,0,2.45,1.5,233,0,3.59
6/20/13 20:00,-4.48,0,19,0.602,60.2,0,2.45,1.5,223,0,3.59
6/20/13 21:00,5.13,0,17.8,0.602,75.8,0,2.45,2,201,0,3.59
6/20/13 22:00,1.98,0,16.5,0.602,84.1,0,2.45,1.4,207,0,3.59
6/20/13 23:00,1.82,0,15.6,0.602,87.4,0,2.45,1.2,197,0,3.59
6/21/13 00:00,2.28,0,14.8,0.602,88.3,0,2.45,1.1,190,0,4.307
6/21/13 01:00,1.78,0,14.7,0.6025,85,0,2.45,1.7,205,0,4.307
6/21/13 02:00,4.38,0,14,0.603,87.9,0,2.45,1.7,207,0,4.307
6/21/13 03:00,2.93,0,13.5,0.603,90.8,0,2.45,1.8,207,0,4.307
6/21/13 04:00,5.67,0,13.1,0.603,93.6,0,2.45,1.5,214,0,4.307
6/21/13 06:00,-8.52,0.003282961,15.5,0.603,87.9,444.7666,2.45,1.4,212,1,4.307
6/21/13 07:00,-22.26,0.0219191,17.1,0.603,84.3,845.9479,2.45,1.6,228,1,4.307
6/21/13 08:00,-21.5,0.070281231,18.9,0.602,79.7,1225.0365,2.45,1.4,240,1,4.307
6/21/13 09:00,-18.01,0.562760366,20.4,0.602,73.6,1564.4865,2.45,1.9,289,1,4.307
6/21/13 10:00,-25.85,1.109569082,22.2,0.6015,60.8,1830.0885,2.45,2,277,1,4.307
6/21/13 11:00,-23.96,1.551938586,23.4,0.601,52.1,1977.146,2.45,2.3,282,1,4.307
6/21/13 12:00,-13.56,1.270650154,24.4,0.6,47.3,2027.308,2.45,2.3,289,1,4.307
6/21/13 13:00,-20.44,1.074066384,24.8,0.599,45.3,1935.949,2.45,2.2,304,1,4.307
6/21/13 14:00,-10.98,0.898521168,24.8,0.5975,48.4,1594.975,2.45,2,283,1,4.307
6/21/13 15:00,-12.76,0.571591508,24.8,0.5965,52.2,959.03895,2.45,1.3,223,1,4.307
6/21/13 16:00,-13.48,0.424234235,25.1,0.596,53.3,1045.6485,2.45,1.3,216,1,4.307
6/21/13 17:00,-9.93,0.28897563,25,0.596,53.2,736.1889,2.45,1.1,214,1,4.307
6/21/13 19:00,5.47,0,20.3,0.596,70.3,0,2.45,0.8,198,0,4.307
6/21/13 20:00,5.39,0,20,0.596,83.9,0,2.45,0.8,327,0,4.307
6/21/13 21:00,5.13,0,18.7,0.596,91.5,0,2.45,1.1,186,0,4.307
6/21/13 22:00,5.32,0,18.8,0.596,86.5,0,2.45,1.4,200,0,4.307
6/21/13 23:00,4.72,0,18.4,0.596,84.4,0,2.45,1.3,207,0,4.307
6/22/13 00:00,2.73,0,18.1,0.5965,83.7,0,2.45,1.7,221,0,4.18
6/22/13 01:00,1.85,0,17.1,0.597,86.2,0,2.45,1.6,221,0,4.18
6/22/13 02:00,8.46,0,16.5,0.597,86.5,0,2.45,1.6,220,0,4.18
6/22/13 03:00,3.52,0,16,0.597,87.6,0,2.45,1.5,225,0,4.18
6/22/13 04:00,0.8,0,15.6,0.597,88.2,0,2.45,1.4,228,0,4.18
6/22/13 06:00,-13.71,0.233807918,17,0.597,83.9,347.02385,2.45,1.4,206,1,4.18
6/22/13 07:00,-19.62,0.384633906,18.3,0.597,81.5,685.1402,2.45,1.7,205,1,4.18
6/22/13 08:00,-28.31,0.494502242,20,0.597,77.2,1044.4715,2.45,1.5,225,1,4.18
6/22/13 09:00,-27.41,0.752190812,21.1,0.596,74.2,1309.3365,2.45,2,233,1,4.18
6/22/13 10:00,-31.79,1.135640912,22.7,0.5955,71.3,1504.951,2.45,2.5,217,1,4.18
6/22/13 11:00,-24.8,1.897741179,23.8,0.5935,67,1869.281,2.45,2.7,216,1,4.18
6/22/13 12:00,-25.5,1.252128585,24.6,0.5925,63.1,1869.1405,2.45,2.5,218,1,4.18
6/22/13 13:00,-26.79,1.037376259,25.2,0.591,58.6,1709.5735,2.45,2.5,210,1,4.18
6/22/13 14:00,-23.76,0.917878248,25.7,0.5905,51.4,1589.405,2.45,2.6,201,1,4.18
6/22/13 15:00,-21.61,0.577874524,25.5,0.59,51.9,1361.168,2.45,2.8,210,1,4.18
6/22/13 16:00,-12.51,0.376261043,25,0.59,55.6,866.0492,2.45,2.2,207,1,4.18
6/22/13 17:00,-7.04,0.14354249,24.5,0.59,59.4,596.0738,2.45,1.9,199,1,4.18
6/22/13 19:00,5.54,0,21.8,0.59,68.7,0,2.45,1.8,194,0,4.18
6/22/13 20:00,5.55,0,20.8,0.591,75.3,0,2.45,1.6,200,0,4.18
6/22/13 21:00,4.5,0,20.1,0.591,79,0,2.45,1.5,203,0,4.18
6/22/13 22:00,4.57,0,19.3,0.591,78.9,0,2.45,1.4,211,0,4.18
6/22/13 23:00,4.28,0,18.9,0.591,78.5,0,2.45,1.6,216,0,4.18
6/23/13 00:00,2.23,0,18.2,0.591,82.1,0,2.45,1.6,209,0,5.032
6/23/13 01:00,5.48,0,18,0.591,81.9,0,2.45,1.4,204,0,5.032
6/23/13 02:00,6.49,0,17.6,0.591,82.1,0,2.45,1.3,199,0,5.032
6/23/13 03:00,0.3,0,17.2,0.591,82.5,0,2.45,1.5,212,0,5.032
6/23/13 04:00,7.89,0,17.2,0.591,81.5,0,2.45,1.7,212,0,5.032
6/23/13 06:00,-12.5,0.226494915,18.8,0.591,82.6,303.1215,2.45,1.8,219,1,5.032
6/23/13 07:00,-19.73,0.411482901,20.6,0.591,81.8,695.32745,2.45,1.7,229,1,5.032
6/23/13 08:00,-22.11,0.583559138,22.3,0.591,79.3,1122.8105,2.45,1.9,232,1,5.032
6/23/13 09:00,-22.5,0.829161446,24,0.59,76.1,1481.8635,2.45,2.1,229,1,5.032
6/23/13 10:00,-24,1.065851803,25.5,0.589,73.7,1693.088,2.45,2.7,227,1,5.032
6/23/13 11:00,-24.75,1.852516666,26.9,0.588,70.6,1898.6805,2.45,2,220,1,5.032
6/23/13 12:00,-22.39,1.34445612,27.4,0.5875,70.2,1880.7925,2.45,2.6,211,1,5.032
6/23/13 13:00,-30.14,1.102249469,27.9,0.587,69.9,1746.7075,2.45,2.6,206,1,5.032
6/23/13 14:00,-20.53,0.900620083,28.1,0.586,68.9,1495.618,2.45,2.6,209,1,5.032
6/23/13 15:00,-16.34,0.66888832,28.1,0.586,66,1250.661,2.45,3.3,203,1,5.032
6/23/13 16:00,-13.56,0.262864743,27.9,0.586,61.1,952.02185,2.45,3,206,1,5.032
6/23/13 19:00,4.93,0,24.5,0.587,81.7,0,2.45,2.1,211,0,5.032
6/23/13 20:00,6.9,0,23.5,0.587,85.5,0,2.45,2.2,202,0,5.032
6/23/13 21:00,6,0,22.6,0.587,88.8,0,2.45,2,212,0,5.032
6/23/13 22:00,4.35,0,21.8,0.587,92.4,0,2.45,2.1,215,0,5.032
6/23/13 23:00,5.75,0,21,0.587,95,0,2.45,1.8,222,0,5.032
6/24/13 00:00,6.3,0,20.4,0.587,97.4,0,2.45,1.7,222,0,5.214
6/24/13 01:00,7.48,0,19.8,0.587,99.7,0,2.45,1.3,226,0,5.214
6/24/13 02:00,6.56,0,19.8,0.587,100,0,2.45,1.5,206,0,5.214
6/24/13 03:00,1.12,0,19.7,0.587,100,0,2.45,0.9,201,0,5.214
6/24/13 04:00,10.4,0,19.6,0.587,100,0,2.45,1.1,220,0,5.214
6/24/13 06:00,-10.69,0.239261294,20.6,0.587,100,213.0351,2.45,1.8,244,1,5.214
6/24/13 07:00,-13.65,0.422853898,23.3,0.587,90.6,804.41455,2.45,1.8,247,1,5.214
6/24/13 08:00,-19.28,0.596651479,25.2,0.587,80.6,1189.7895,2.45,2.1,270,1,5.214
6/24/13 09:00,-26.82,0.993958411,26.6,0.586,72.9,1489.0015,2.45,2.6,277,1,5.214
6/24/13 10:00,-25.89,1.287031214,27.4,0.5855,70,1752.6185,2.45,2.9,286,1,5.214
6/24/13 11:00,-23.45,1.680154942,28.1,0.5845,67.8,1893.0785,2.45,2.3,284,1,5.214
6/24/13 12:00,-24.27,1.335085071,28.8,0.583,66.1,1727.45,2.45,2.1,271,1,5.214
6/24/13 13:00,-26.4,0.931285316,28.8,0.582,65.9,1834.251,2.45,2,273,1,5.214
6/24/13 14:00,-20.42,0.972549342,29.2,0.581,64.7,1259.176,2.45,1.9,275,1,5.214
6/24/13 15:00,-18.99,0.526751345,29.7,0.581,56.8,1339.1035,2.45,2.3,271,1,5.214
6/24/13 16:00,-6.98,0.125138587,28.3,0.581,65.2,734.46725,2.45,1.5,269,1,5.214
6/24/13 17:00,3.5,0,24.7,0.582,76.2,0,2.45,2.5,289,0,5.214
6/24/13 18:00,10.99,0,20,0.6085,95.4,0,2.45,1.9,284,0,5.214
6/24/13 19:00,2.74,0,19.6,0.604,97.6,0,2.45,2.1,278,0,5.214
6/24/13 20:00,6.38,0,19.6,0.5985,96.2,0,2.45,1.6,273,0,5.214
6/24/13 21:00,5.4,0,18.9,0.5945,99.1,0,2.45,0.8,322,0,5.214
6/24/13 22:00,5.11,0,18.6,0.5925,100,0,2.45,1.3,231,0,5.214
6/24/13 23:00,7.55,0,18.5,0.592,100,0,2.45,1,234,0,5.214
6/25/13 00:00,-1.8,0,18.5,0.5915,100,0,2.45,1.4,288,0,4.395
6/25/13 01:00,5.21,0,18.2,0.591,100,0,2.45,1,245,0,4.395
6/25/13 02:00,11.06,0,18.4,0.591,99.4,0,2.45,1.4,242,0,4.395
6/25/13 03:00,-5.51,0,18.2,0.59,99.5,0,2.45,1.3,247,0,4.395
6/25/13 04:00,3.98,0,17.9,0.59,99,0,2.45,1,269,0,4.395
6/25/13 06:00,-14.7,0.218528157,19.5,0.59,94.2,452.0175,2.45,1.8,238,1,4.395
6/25/13 07:00,-9.43,0.46601813,21,0.59,90.4,797.36455,2.45,2.1,247,1,4.395
6/25/13 08:00,-29.3,0.558049658,22.8,0.59,85.6,1155.9785,2.45,2,241,1,4.395
6/25/13 09:00,-18.58,0.909378784,24.6,0.5895,80,1378.7335,2.45,2.2,268,1,4.395
6/25/13 10:00,-29.03,1.21458781,26.3,0.5885,74,1746.0065,2.45,2.1,269,1,4.395
6/25/13 11:00,-29.55,2.14350516,27.2,0.5865,67.9,1848.8315,2.45,2.5,265,1,4.395
6/25/13 12:00,-28.95,1.4586993,27.6,0.585,67.7,1701.6015,2.45,2.1,224,1,4.395
6/25/13 13:00,-23.87,1.285636535,28,0.584,66.7,1633.296,2.45,2.7,211,1,4.395
6/25/13 14:00,-17.08,1.019875005,28.4,0.583,64.8,1644.565,2.45,2.6,203,1,4.395
6/25/13 15:00,-16.03,0.536783386,28.3,0.583,65.1,1348.8345,2.45,2.6,210,1,4.395
6/25/13 16:00,-10.23,0.082707384,27.5,0.583,66.9,659.71475,2.45,1.8,207,1,4.395
6/25/13 17:00,-3.19,0.040146866,26.6,0.584,69.6,188.55875,2.45,1.5,216,1,4.395
6/25/13 18:00,4.64,0,25.2,0.584,75.1,0,2.45,2,232,0,4.395
6/25/13 19:00,13.54,0,22.1,0.584,91.1,0,2.45,1.2,283,0,4.395
6/25/13 20:00,12.17,0,21.5,0.5845,91.7,0,2.45,2,280,0,4.395
6/25/13 21:00,18.17,0,21.1,0.585,92.6,0,2.45,1.7,282,0,4.395
6/25/13 22:00,3.75,0,20.9,0.585,93.6,0,2.45,1.6,276,0,4.395
6/25/13 23:00,20.81,0,20.7,0.585,94,0,2.45,1.5,272,0,4.395
6/26/13 00:00,3.1,0,20.4,0.585,94.6,0,2.45,1.2,274,0,4.908
6/26/13 01:00,9.64,0,20,0.585,94.9,0,2.45,1.1,287,0,4.908
6/26/13 02:00,3.18,0,19.5,0.585,96.7,0,2.45,1.3,232,0,4.908
6/26/13 03:00,2.82,0,19.5,0.585,98.3,0,2.45,1.5,234,0,4.908
6/26/13 04:00,1.97,0,20.2,0.585,94.5,0,2.45,1.5,262,0,4.908
6/26/13 06:00,-12.83,0.242897078,21.5,0.585,91.1,323.7389,2.45,1.6,267,1,4.908
6/26/13 07:00,-20.28,0.356392489,22.8,0.5845,86.1,759.82255,2.45,2,277,1,4.908
6/26/13 08:00,-15.19,0.609480928,23.2,0.584,82.8,902.20365,2.45,2.1,286,1,4.908
6/26/13 09:00,-20.34,0.801711081,23.8,0.584,79.8,971.1167,2.45,2,275,1,4.908
6/26/13 10:00,-17.2,1.536090986,24.4,0.584,76,1349.6543,2.45,2.6,284,1,4.908
6/26/13 11:00,-18.72,0.322287007,23.2,0.583,82.1,1184.75635,2.45,2.7,295,1,4.908
6/26/13 12:00,-29.55,0.87706663,23.2,0.583,82.5,718.9989,2.45,2.1,283,1,4.908
6/26/13 13:00,-22.58,0.469482064,23.3,0.583,82.3,899.9029,2.45,2.4,278,1,4.908
6/26/13 14:00,-12.16,0.357815318,23.2,0.583,79.9,665.71705,2.45,2.3,273,1,4.908
6/26/13 15:00,-13.01,0.377957415,22.9,0.583,82,462.7605,2.45,2,282,1,4.908
6/26/13 16:00,-6.68,0.314471367,23,0.583,83.8,560.46355,2.45,1.6,295,1,4.908
6/26/13 17:00,-13.99,0.321554852,23,0.583,84.7,582.83545,2.45,1.4,323,1,4.908
6/26/13 19:00,5.85,0,20.6,0.583,93.1,0,2.45,0.9,321,0,4.908
6/26/13 20:00,5.67,0,19.8,0.583,95.5,0,2.45,1.1,25,0,4.908
6/26/13 21:00,5.58,0,19.5,0.583,99.2,0,2.45,1.2,45,0,4.908
6/26/13 22:00,5.48,0,19.1,0.583,99.8,0,2.45,1.5,101,0,4.908
6/26/13 23:00,5.79,0,19,0.583,100,0,2.45,1.6,110,0,4.908
6/27/13 00:00,0.5,0,18.9,0.5835,100,0,2.45,1.3,110,0,4.046363636
6/27/13 01:00,7.77,0,18.7,0.5835,100,0,2.45,1.2,104,0,4.046363636
6/27/13 02:00,3.75,0,18.6,0.584,100,0,2.45,1.2,126,0,4.046363636
6/27/13 03:00,5.41,0,18.9,0.584,100,0,2.45,1.1,104,0,4.046363636
6/27/13 04:00,5.47,0,19,0.584,100,0,2.45,0.7,37,0,4.046363636
6/27/13 06:00,-2.33,0.205903311,19,0.584,100,109.93613,2.45,2,119,1,4.046363636
6/27/13 07:00,-0.65,0.333817108,18.9,0.584,100,234.47865,2.45,2,120,1,4.046363636
6/27/13 08:00,-10.1,0.354862578,18.9,0.584,100,364.95725,2.45,2,121,1,4.046363636
6/27/13 09:00,-10.82,0.495089773,19.2,0.584,100,423.45315,2.45,1.8,126,1,4.046363636
6/27/13 10:00,-13.92,0.55220853,20.6,0.584,98.6,566.6598,2.45,1.4,145,1,4.046363636
6/27/13 11:00,-17.04,1.285671613,22,0.5835,92.1,734.437,2.45,1.4,117,1,4.046363636
6/27/13 12:00,-21.13,0.527181484,22.6,0.583,89,1301.29055,2.45,1.6,140,1,4.046363636
6/27/13 13:00,-16.06,0.671284314,22.8,0.583,87.3,714.8089,2.45,2,139,1,4.046363636
6/27/13 14:00,-20.5,0.559951592,23,0.583,86.7,777.0103,2.45,1.9,129,1,4.046363636
6/27/13 15:00,-20.3,0.428230809,22.5,0.583,87.4,960.7713,2.45,2.7,116,1,4.046363636
6/27/13 16:00,-3.74,0.140191967,20.4,0.583,96.2,339.09015,2.45,2.4,102,1,4.046363636
6/27/13 17:00,1.03,0.153643443,19.4,0.583,99.8,236.88865,2.45,3.1,97,1,4.046363636
6/27/13 18:00,3,0,19,0.583,100,0,2.45,2.5,99,0,4.046363636
6/27/13 19:00,2.84,0,18.5,0.583,100,0,2.45,2.6,99,0,4.046363636
6/27/13 20:00,4.81,0,17.9,0.583,100,0,2.45,2.5,94,0,4.046363636
6/27/13 21:00,4.25,0,17.3,0.583,100,0,2.45,2.9,90,0,4.046363636
6/27/13 22:00,3.59,0,17,0.5835,100,0,2.45,2.7,87,0,4.046363636
6/27/13 23:00,3.12,0,16.8,0.583,100,0,2.45,3.2,92,0,4.046363636
6/28/13 00:00,4.71,0,16.2,0.5845,100,0,2.45,4.1,86,0,5.022307692
6/28/13 01:00,4.6,0,15.8,0.6195,100,0,2.45,4.2,89,0,5.022307692
6/28/13 02:00,4.54,0,15.5,0.6095,100,0,2.45,4.2,96,0,5.022307692
6/28/13 03:00,4.5,0,15.4,0.605,100,0,2.45,3.4,104,0,5.022307692
6/28/13 04:00,4.42,0,15,0.6025,100,0,2.45,2.7,103,0,5.022307692
6/28/13 05:00,5.09,0,14.9,0.6085,100,0,2.45,2.3,104,0,5.022307692
6/28/13 17:00,4.18,0,21.1,0.6085,94.4,0,2.45,2,194,0,5.022307692
6/28/13 18:00,4.72,0,19.3,0.665,99,0,2.45,2,214,0,5.022307692
6/28/13 19:00,5.5,0,19.2,0.767,99.9,0,2.45,1.1,167,0,5.022307692
6/28/13 20:00,5.66,0,19.8,0.771,100,0,2.45,1.4,172,0,5.022307692
6/28/13 21:00,5.78,0,20.1,0.7635,100,0,2.45,1.3,165,0,5.022307692
6/28/13 22:00,5.8,0,20.2,0.7515,100,0,2.45,1.3,162,0,5.022307692
6/28/13 23:00,5.79,0,20.2,0.74,100,0,2.45,1.5,166,0,5.022307692
6/29/13 00:00,5.77,0,20.1,0.7345,100,0,2.45,1.6,169,0,4.341
6/29/13 01:00,5.75,0,20.1,0.7205,100,0,2.45,1.7,169,0,4.341
6/29/13 02:00,5.71,0,19.9,0.697,100,0,2.45,1.6,174,0,4.341
6/29/13 03:00,2.94,0,19.7,0.6695,100,0,2.45,1.5,164,0,4.341
6/29/13 04:00,4.1,0,19.5,0.6625,100,0,2.45,1.7,177,0,4.341
6/29/13 06:00,-3.04,0.191707559,19.8,0.6525,100,104.0902,2.45,1.5,209,1,4.341
6/29/13 07:00,-2.51,0.276911135,20.4,0.6495,99.2,330.67075,2.45,1.6,200,1,4.341
6/29/13 08:00,-15.94,0.266503177,20.4,0.647,96.8,468.8294,2.45,1.5,190,1,4.341
6/29/13 09:00,-10.56,0.518557489,20.9,0.6445,96.3,379.1273,2.45,1.6,186,1,4.341
6/29/13 10:00,-17.33,1.114559773,22.1,0.6425,89.7,579.71175,2.45,2.2,194,1,4.341
6/29/13 11:00,-24.37,2.001185894,23.1,0.6405,84.9,1262.082,2.45,2.3,200,1,4.341
6/29/13 12:00,-29.57,1.406276076,24.5,0.6385,75.8,1783.2475,2.45,2.8,192,1,4.341
6/29/13 13:00,-29.01,1.216655175,25,0.6365,71.5,1551.19,2.45,2.9,193,1,4.341
6/29/13 14:00,-18.47,1.051199815,24.9,0.6345,71.9,1445.0525,2.45,3.2,184,1,4.341
6/29/13 15:00,-22.02,0.797749566,25.4,0.6335,70.6,1516.648,2.45,3.2,190,1,4.341
6/29/13 16:00,-13.91,0.578833214,24.7,0.632,75.1,1129.21215,2.45,3.2,190,1,4.341
6/29/13 19:00,2.07,0,21.6,0.63,89.9,0,2.45,2.2,183,0,4.341
6/29/13 20:00,5.38,0,20.6,0.629,94.2,0,2.45,1.8,188,0,4.341
6/29/13 21:00,3.9,0,20,0.629,97,0,2.45,1.6,190,0,4.341
6/29/13 22:00,3.52,0,19.9,0.6285,99.4,0,2.45,1.6,178,0,4.341
6/29/13 23:00,4.27,0,20.1,0.628,99.3,0,2.45,2.1,186,0,4.341
6/30/13 00:00,4.92,0,20,0.628,99.6,0,2.45,2.1,188,0,5.502
6/30/13 01:00,5.09,0,20,0.628,99.7,0,2.45,1.8,204,0,5.502
6/30/13 02:00,6.33,0,20,0.627,99.6,0,2.45,1.4,193,0,5.502
6/30/13 03:00,2.93,0,19.9,0.627,99.9,0,2.45,1.3,193,0,5.502
6/30/13 04:00,6.8,0,19.8,0.627,100,0,2.45,1.4,217,0,5.502
6/30/13 06:00,-1.51,0.257951107,20.5,0.626,96.8,186.23365,2.45,1.8,201,1,5.502
6/30/13 07:00,-22.17,0.454375015,21.8,0.626,90.7,438.64685,2.45,2.1,204,1,5.502
6/30/13 08:00,-25.08,0.413377269,22.5,0.6255,87.5,885.3428,2.45,1.9,214,1,5.502
6/30/13 09:00,-21.39,0.767637771,23.6,0.625,83.6,850.7502,2.45,2.2,215,1,5.502
6/30/13 10:00,-26.33,0.915030079,25.1,0.6235,77.9,1542.295,2.45,2.4,206,1,5.502
6/30/13 11:00,-22.47,1.708419486,25.9,0.622,72.8,1827.493,2.45,2.5,207,1,5.502
6/30/13 12:00,-31,1.19163277,26.3,0.621,69.8,1659.9485,2.45,2.4,207,1,5.502
6/30/13 13:00,-21.44,0.986123474,26.6,0.6195,69.3,1359.6795,2.45,2.7,205,1,5.502
6/30/13 14:00,-20.67,1.008912547,26.6,0.6175,69.7,1289.5615,2.45,2.5,193,1,5.502
6/30/13 15:00,-10.41,0.361178442,25.8,0.6155,77.7,920.7359,2.45,2.4,187,1,5.502
6/30/13 16:00,-14.31,0.141347262,24.1,0.614,84.9,430.6465,2.45,2.9,197,1,5.502
6/30/13 17:00,-0.09,0.072878366,23.2,0.6125,88.6,182.5205,2.45,2.1,211,1,5.502
6/30/13 19:00,5.49,0,22,0.612,94.4,0,2.45,1.5,173,0,5.502
6/30/13 20:00,5.06,0,21.6,0.612,96,0,2.45,1.4,175,0,5.502
6/30/13 21:00,9.43,0,21.3,0.612,96.2,0,2.45,1.4,187,0,5.502
6/30/13 22:00,6.62,0,21,0.612,98,0,2.45,1.4,196,0,5.502
6/30/13 23:00,2.35,0,20.9,0.612,99,0,2.45,1.7,215,0,5.502
7/1/13 00:00,7.18,0,20.7,0.612,99.9,0,2.45,1.3,213,0,5.399
7/1/13 01:00,5.24,0,20.6,0.612,100,0,2.45,1.6,215,0,5.399
7/1/13 02:00,7.04,0,20.6,0.612,100,0,2.45,1.3,214,0,5.399
7/1/13 03:00,3.24,0,20.4,0.612,100,0,2.45,1.1,206,0,5.399
7/1/13 04:00,5.77,0,20.3,0.612,100,0,2.45,1,206,0,5.399
7/1/13 06:00,0.28,0.106080342,21.1,0.612,99.9,82.107735,2.45,0.7,186,1,5.399
7/1/13 07:00,-0.42,0.16564459,21.4,0.612,98.3,155.1383,2.45,1,190,1,5.399
7/1/13 08:00,-2.15,0.161012348,21.7,0.612,97.4,249.68985,2.45,1,175,1,5.399
7/1/13 09:00,-0.8,0.164382319,21.9,0.612,97,172.45025,2.45,1.1,185,1,5.399
7/1/13 10:00,-1.04,0.08365117,22.2,0.612,96.7,302.41015,2.45,0.6,171,1,5.399
7/1/13 11:00,1.2,0.060882601,21.6,0.6125,100,175.00185,2.45,0.6,24,1,5.399
7/1/13 12:00,-3.33,0.223346713,21.3,0.636,100,102.64199,2.45,1,121,1,5.399
7/1/13 13:00,-8.91,0.291960393,21.4,0.642,100,372.8406,2.45,1,120,1,5.399
7/1/13 14:00,-7.84,0.217543143,21.7,0.6385,100,324.98655,2.45,1,138,1,5.399
7/1/13 15:00,-4.01,0.227831984,22,0.6395,100,391.9378,2.45,1.7,207,1,5.399
7/1/13 16:00,2.25,0.107014654,21.9,0.639,100,366.7616,2.45,1.7,214,1,5.399
7/1/13 17:00,-1.86,0.134338785,22,0.637,100,178.8975,2.45,1.2,194,1,5.399
7/1/13 18:00,-0.7,0,22,0.6345,100,0,2.45,1.2,219,0,5.399
7/1/13 19:00,5.09,0,21.7,0.6325,100,0,2.45,1.9,200,0,5.399
7/1/13 20:00,2.76,0,21.5,0.631,100,0,2.45,2.3,192,0,5.399
7/1/13 21:00,9.11,0,21.3,0.6305,100,0,2.45,2.1,191,0,5.399
7/1/13 22:00,5.27,0,21,0.63,100,0,2.45,2.5,200,0,5.399
7/1/13 23:00,3.29,0,20.7,0.63,100,0,2.45,2.7,199,0,5.399
7/2/13 00:00,4.51,0,20.8,0.6295,100,0,2.45,2.5,200,0,4.86
7/2/13 01:00,6.26,0,20.9,0.629,100,0,2.45,2.7,201,0,4.86
7/2/13 02:00,4.07,0,21,0.629,100,0,2.45,2.1,214,0,4.86
7/2/13 03:00,4.93,0,21,0.629,100,0,2.45,2,213,0,4.86
7/2/13 04:00,3.1,0,20.9,0.628,100,0,2.45,2.1,200,0,4.86
7/2/13 06:00,0.56,0.112209176,21.2,0.628,100,57.531695,2.45,2.1,205,1,4.86
7/2/13 07:00,4.47,0.214113443,21.4,0.6275,100,136.59695,2.45,2,200,1,4.86
7/2/13 08:00,-4.84,0.164468967,21.6,0.627,99.7,175.9104,2.45,2,198,1,4.86
7/2/13 09:00,-4.85,0.182631632,22,0.627,99,214.7376,2.45,1.8,215,1,4.86
7/2/13 10:00,-10.57,0.819756857,22.2,0.6265,99.5,324.44205,2.45,1.9,201,1,4.86
7/2/13 11:00,-13.52,0.50110604,23.2,0.626,94.3,790.8649,2.45,2.1,203,1,4.86
7/2/13 12:00,-16.46,0.425222119,23.8,0.626,90.6,561.6409,2.45,2,202,1,4.86
7/2/13 13:00,-22.51,1.171441915,24.5,0.625,87.1,631.6735,2.45,2.2,195,1,4.86
7/2/13 19:00,2.07,0,23.3,0.622,91,0,2.45,1.6,175,0,4.86
7/2/13 20:00,7.16,0,22.8,0.622,93.2,0,2.45,2,172,0,4.86
7/2/13 21:00,5.86,0,22.3,0.622,95.1,0,2.45,2.4,186,0,4.86
7/2/13 22:00,7.01,0,21.9,0.622,97.6,0,2.45,2,190,0,4.86
7/2/13 23:00,3.63,0,21.8,0.622,98.9,0,2.45,1.4,186,0,4.86
7/3/13 00:00,6.89,0,21.8,0.622,99.7,0,2.45,1.3,179,0,5.175
7/3/13 01:00,8.21,0,21.8,0.621,100,0,2.45,1.8,203,0,5.175
7/3/13 02:00,-0.2,0,21.7,0.622,99.9,0,2.45,1.8,198,0,5.175
7/3/13 03:00,4.71,0,21.5,0.6215,100,0,2.45,1.9,201,0,5.175
7/3/13 04:00,4.19,0,21.2,0.622,100,0,2.45,2.1,205,0,5.175
7/3/13 07:00,-14.28,0.284694132,22.2,0.621,95.5,393.83085,2.45,2.1,220,1,5.175
7/3/13 19:00,2.17,0,24.3,0.6105,91,0,2.45,1.7,203,0,5.175
7/3/13 20:00,6.05,0,23.5,0.61,94.9,0,2.45,1.8,185,0,5.175
7/3/13 21:00,8.67,0,23,0.611,97.6,0,2.45,1.5,177,0,5.175
7/3/13 22:00,12.24,0,22.8,0.611,98.4,0,2.45,2,202,0,5.175
7/3/13 23:00,0.51,0,22.6,0.611,98.5,0,2.45,1.7,206,0,5.175
7/4/13 00:00,4.75,0,22.3,0.611,99.5,0,2.45,1.6,211,0,4.848
