,Date,Time,Tair,Tsoil,RH,VPD,u,LAI,SWC,SW,PAR,APAR,GPP_canopy,Reco_canopy,NEE_canopy,SIFcanopy_760nm,APAR_label,SIF_NN,NEE_NN,GPP_NN,Reco_NN,Reco_NT,Reco_DT,GPP_NT,GPP_DT
6/19/13 00:00,6/19/13,00:00:00,12.6,18.77,94.50072,0.080579841,1.4,4.221,0.619,0,0,0,0,3.462619832,3.462619832,0,0,-0.002271642,3.46163211,0,3.46163211,3.7114,3.85449,0.16362558,0
6/19/13 01:00,6/19/13,01:00:00,12.3,17.72,95.70137,0.061743074,1.5,4.221,0.619,0,0,0,0,3.361381784,3.361381784,0,0,-0.000494679,3.40418774,0,3.40418774,3.5954,3.80941,0.32443064,0
6/19/13 02:00,6/19/13,02:00:00,11.9,16.87,93.79667,0.086757113,2,4.221,0.619,0,0,0,0,3.267782958,3.267782958,0,0,-0.000112908,3.18377684,0,3.18377684,3.5014,3.7494,0.05782862,0
6/19/13 03:00,6/19/13,03:00:00,11.3,16.13,92.09961,0.10614532,2.3,4.221,0.619,0,0,0,0,3.188380126,3.188380126,0,0,0.001824505,3.09382356,0,3.09382356,3.4195,3.65963,0.6286241,0
6/19/13 04:00,6/19/13,04:00:00,11.2,15.43,88.10334,0.158769155,3,4.221,0.618,4.605,10.11,9.47,0.45,3.150787597,2.700787609,0.0093,0,2.63E-05,2.94495257,0.0405,2.98545257,3.3421,3.6447,0.6489701,0.37211
6/19/13 07:00,6/19/13,07:00:00,14.3,16.39,79.801216,0.331123391,1.9,4.221,0.618,415.058,912.89,860.77,20.26,3.719082792,-16.54091744,1.0231,1,1.1268123,-17.11896613,20.63420679,3.51524066,3.4483,4.11116,20.394674,20.94
6/19/13 08:00,6/19/13,08:00:00,15.6,17.71,75.00078,0.446148106,1.8,4.221,0.618,642.428,1413.73,1317.99,26.98,4.071355915,-22.90864363,1.5338,1,1.5097682,-22.93285072,26.67199588,3.73914516,3.5942,4.30855,26.21921,26.827
6/19/13 09:00,6/19/13,09:00:00,16.4,19.18,69.298386,0.577097458,1.9,4.221,0.617,818.269,1801.52,1653.89,31.06,4.329393049,-26.73060642,1.9009,1,1.93932,-26.83776556,30.64351955,3.80575399,3.7567,4.4304,28.785519,30.153
6/19/13 10:00,6/19/13,10:00:00,17.5,20.46,56.899387,0.869672177,2.1,4.221,0.615,917.694,2021.03,1829.29,32.14,4.569860933,-27.57013846,2.0952,1,2.1070437,-27.37026087,31.25050092,3.88024005,3.8978,4.59831,31.010208,31.708
6/19/13 11:00,6/19/13,11:00:00,18.4,21.63,51.09944,1.045201114,2.1,4.221,0.614,1009.613,2223.83,1995.44,32.7,4.825288498,-27.87471226,2.2727,1,2.2621627,-27.88877557,31.83601095,3.94723538,4.0266,4.73594,33.045807,32.984
6/19/13 12:00,6/19/13,12:00:00,18.7,22.14,47.40066,1.145961647,2.1,4.221,0.613,1022.799,2252.96,2016.97,31.95,4.92516542,-27.02483534,2.2931,1,2.302064,-27.25453337,31.20668465,3.95215128,4.0826,4.78185,31.28441,33.155
6/19/13 13:00,6/19/13,13:00:00,19.1,21.9,44.299664,1.24477993,2.4,4.221,0.612,986.925,2173.76,1954.97,30.64,4.916328679,-25.72367071,2.2191,1,2.257853,-25.82853914,29.72355311,3.89501397,4.0563,4.84309,29.218897,32.682
6/19/13 14:00,6/19/13,14:00:00,19.4,21.52,36.102043,1.455410433,1.8,4.221,0.61,906.057,1995.21,1813.91,25.63,5.042404804,-20.58759436,2.0462,1,2.1822765,-21.57983486,25.59403713,4.01420227,4.0145,4.88904,24.936008,31.536
6/19/13 15:00,6/19/13,15:00:00,19.6,20.62,35.400574,1.490142258,1.7,4.221,0.609,767.471,1689.43,1559.69,23.56,4.948013589,-18.61198588,1.7776,1,1.9855872,-18.6376542,22.77451064,4.13685644,3.9155,4.91967,22.655767,29.275
6/19/13 16:00,6/19/13,16:00:00,19.6,19.49,37.59848,1.439442187,1.7,4.221,0.609,589.061,1296.02,1214.46,21.45,4.724114753,-16.72588601,1.4132,1,1.6734663,-15.5036675,19.73296546,4.22929796,3.7909,4.91967,20.680553,25.635
6/19/13 17:00,6/19/13,17:00:00,19.3,18.55,45.19911,1.240318902,1.6,4.221,0.608,386.045,848.89,802.04,17.77,4.457600429,-13.31240003,0.9585,1,1.149909,-12.2667101,16.4467695,4.1800594,3.6871,4.87372,16.524471,20.007
6/19/13 18:00,6/19/13,18:00:00,18,17.94,55.498684,0.927172826,1.1,4.221,0.608,169.987,373.54,352.21,10.08,4.093590214,-5.986409709,0.4272,1,0.48349306,-5.48695829,9.51327039,4.0263121,3.6197,4.67474,9.645254,11.056
6/19/13 20:00,6/19/13,20:00:00,15.4,16.47,58.499073,0.731066376,1.9,4.221,0.608,0,0,0,0,3.615322223,3.615322223,0,0,0.018452652,3.5605816,0,3.5605816,3.4571,4.27813,0.47830757,0
6/19/13 21:00,6/19/13,21:00:00,15.5,16.09,53.6977,0.82097408,2.1,4.221,0.608,0,0,0,0,3.610169155,3.610169155,0,0,0.020758783,3.48259822,0,3.48259822,3.4151,4.29333,-0.32391065,0
6/19/13 22:00,6/19/13,22:00:00,14.4,15.68,56.802143,0.712813799,2.2,4.221,0.608,0,0,0,0,3.473779027,3.473779027,0,0,0.012708889,3.37494695,0,3.37494695,3.3698,4.12631,-0.5707288,0
6/19/13 23:00,6/19/13,23:00:00,12.6,15.37,66.90189,0.484979979,1.8,4.221,0.608,0,0,0,0,3.271358778,3.271358778,0,0,-0.001089054,3.30295087,0,3.30295087,3.3355,3.85449,-0.69470775,0
6/20/13 00:00,6/20/13,00:00:00,11.7,15.31,74.49991,0.351901667,1.1,4.221,0.608,0,0,0,0,3.168951997,3.168951997,0,0,-0.003547401,3.40730418,0,3.40730418,3.3288,3.71944,0.6888224,0
6/20/13 01:00,6/20/13,01:00:00,12.3,15.38,70.70038,0.420843058,0.8,4.221,0.608,0,0,0,0,3.211759694,3.211759694,0,0,-0.001252203,3.39727846,0,3.39727846,3.3366,3.80941,0.74578285,0
6/20/13 02:00,6/20/13,02:00:00,12.4,15.09,68.79997,0.451130863,1.5,4.221,0.608,0,0,0,0,3.230120675,3.230120675,0,0,-0.001106898,3.39635427,0,3.39635427,3.3045,3.82443,-0.31520241,0
6/20/13 03:00,6/20/13,03:00:00,10.6,14.8,79.800705,0.25891825,1.1,4.221,0.608,0,0,0,0,3.048461182,3.048461182,0,0,-0.003753648,3.33840882,0,3.33840882,3.2725,3.55531,-1.1708137,0
6/20/13 04:00,6/20/13,04:00:00,11.6,14.83,75.503105,0.335804552,0.7,4.221,0.608,5.532,12.15,11.37,0.54,3.12966826,2.589668239,0.0113,0,-0.003819773,3.32362016,0.0486,3.37222016,3.2758,3.70448,1.2081727,0.44649
6/20/13 07:00,6/20/13,07:00:00,16.9,16.54,58.59765,0.803774782,0.7,4.221,0.607,442.572,973.4,917.85,20.52,4.15836498,-16.36163548,1.1,1,1.4253515,-16.60263234,20.46322652,3.86059418,3.4649,4.50667,19.612759,21.779
6/20/13 08:00,6/20/13,08:00:00,18,17.67,54.500347,0.947972973,1.4,4.221,0.607,631.296,1389.23,1295.21,25.73,4.423193402,-21.30680614,1.5222,1,1.5696143,-20.81451882,24.84461826,4.03009944,3.5898,4.67474,24.898138,26.586
6/20/13 09:00,6/20/13,09:00:00,18.7,19.12,50.80183,1.071861674,1.6,4.221,0.605,814.148,1792.43,1645.62,29.2,4.710730137,-24.48927063,1.9016,1,1.9555166,-24.03896067,28.11329907,4.0743384,3.75,4.78185,28.21977,30.084
6/20/13 10:00,6/20/13,10:00:00,19.5,20.58,49.899994,1.148384644,1.7,4.221,0.605,922.563,2031.75,1839.04,31.29,4.967570719,-26.3224302,2.121,1,2.1478875,-26.01089647,30.13770518,4.12680871,3.9111,4.90436,30.558393,31.78
6/20/13 11:00,6/20/13,11:00:00,20.2,21.64,50.199997,1.193116876,2.2,4.221,0.604,1019.505,2245.62,2015.01,33.12,5.128709548,-27.99128938,2.3108,1,2.2674696,-28.2085359,32.1835083,3.9749724,4.0277,5.01161,31.79888,33.113
6/20/13 12:00,6/20/13,12:00:00,20.6,22.38,48.80148,1.257892701,1.9,4.221,0.603,1012.042,2229.27,1995.71,32.76,5.277306808,-27.48269151,2.3009,1,2.269754,-27.5001658,31.69334682,4.19318102,4.109,5.07291,31.468693,33.016
6/20/13 13:00,6/20/13,13:00:00,21.4,22.37,48.098877,1.340720394,2.4,4.221,0.602,974.214,2145.77,1929.72,32.34,5.317164271,-27.02283588,2.2314,1,2.2070723,-26.91057396,31.02424704,4.11367308,4.1079,5.19552,30.956526,32.509
6/20/13 14:00,6/20/13,14:00:00,21.9,21.95,45.401894,1.455087056,2.3,4.221,0.601,888.459,1956.46,1778.57,30.1,5.361316414,-24.73868397,2.0632,1,2.1089003,-24.39078416,28.63932752,4.24854336,4.0618,5.27214,29.057901,31.272
6/20/13 15:00,6/20/13,15:00:00,22.2,21.09,45.199203,1.488013365,2.3,4.221,0.6,742.101,1633.59,1508.03,27.44,5.278445689,-22.16155485,1.7709,1,1.9338516,-21.4980121,25.82219161,4.32417951,3.9672,5.31811,25.563843,28.813
6/20/13 16:00,6/20/13,16:00:00,22.5,20.28,44.40102,1.53807789,1.9,4.221,0.6,579.135,1274.19,1193.93,23.47,5.207084407,-18.26291491,1.421,1,1.7202911,-17.6024293,22.21925474,4.61682544,3.878,5.36407,22.020582,25.402
6/20/13 17:00,6/20/13,17:00:00,22.5,19.45,41.198277,1.626677827,1.7,4.221,0.6,388.82,855,807.8,17.6,5.024752295,-12.57524809,0.9729,1,1.1966486,-11.53770736,16.21866292,4.68095556,3.7865,5.36407,16.865213,20.099
6/20/13 18:00,6/20/13,18:00:00,21.3,18.95,48.59922,1.31951939,1.2,4.221,0.6,191.37,420.53,396.53,10.79,4.635181277,-6.154818685,0.4793,1,0.61105967,-6.16167529,10.60915097,4.44747568,3.7313,5.18019,8.849566,12.141
6/20/13 20:00,6/20/13,20:00:00,19,18,60.19909,0.883831574,1.5,4.221,0.602,0,0,0,0,4.137400824,4.137400824,0,0,0.020007206,3.9993739,0,3.9993739,3.6263,4.82778,-0.5117668,0
6/20/13 21:00,6/20/13,21:00:00,17.8,17.76,75.801,0.497764948,2,4.221,0.602,0,0,0,0,3.987922278,3.987922278,0,0,-0.007630797,3.66631276,0,3.66631276,3.5998,4.64416,-0.23721819,0
6/20/13 22:00,6/20/13,22:00:00,16.5,17.6,84.100945,0.300793129,1.4,4.221,0.602,0,0,0,0,3.80159452,3.80159452,0,0,-0.002267218,3.76814119,0,3.76814119,3.5821,4.44564,-0.24894162,0
6/20/13 23:00,6/20/13,23:00:00,15.6,17.44,87.40098,0.224848181,1.2,4.221,0.602,0,0,0,0,3.685259553,3.685259553,0,0,0.005640967,3.67995763,0,3.67995763,3.5644,4.30855,-0.6909056,0
6/21/13 00:00,6/21/13,00:00:00,14.8,17.26,88.29838,0.198215562,1.1,4.221,0.602,0,0,0,0,3.57812506,3.57812506,0,0,0.006555679,3.60207718,0,3.60207718,3.5445,4.18697,0.22575116,0
6/21/13 01:00,6/21/13,01:00:00,14.7,16.95,84.99763,0.252470452,1.7,4.221,0.603,0,0,0,0,3.575606959,3.575606959,0,0,0.005488644,3.51628037,0,3.51628037,3.5102,4.1718,1.7067869,0
6/21/13 02:00,6/21/13,02:00:00,14,16.66,87.89739,0.194528727,1.7,4.221,0.603,0,0,0,0,3.484072452,3.484072452,0,0,0.005037915,3.46194247,0,3.46194247,3.4781,4.05566,-0.4910459,0
6/21/13 03:00,6/21/13,03:00:00,13.5,16.36,90.80243,0.143044722,1.8,4.221,0.603,0,0,0,0,3.422117947,3.422117947,0,0,-0.00125985,3.3835734,0,3.3835734,3.445,3.9705,0.42288336,0
6/21/13 04:00,6/21/13,04:00:00,13.1,16.17,93.59814,0.096966851,1.5,4.221,0.603,1.748,3.84,3.59,0.18,3.364534817,3.184534809,0.0034,0,-0.001162186,3.455294,0.0162,3.471494,3.4239,3.90093,1.4987313,0.14153
6/21/13 07:00,6/21/13,07:00:00,17.1,17.54,84.29995,0.308749209,1.6,4.221,0.603,423.215,930.83,877.73,21.26,4.179005206,-17.08099502,1.0619,1,1.1108207,-18.41240828,22.10445863,3.69205035,3.5755,4.4671,20.82175,21.249
6/21/13 08:00,6/21/13,08:00:00,18.9,19.02,79.69875,0.447959074,1.4,4.221,0.602,601.843,1324.41,1234.86,27.31,4.647510928,-22.66248854,1.4853,1,1.4564832,-23.4508029,27.42944045,3.97863755,3.739,4.72396,26.66975,26.062
6/21/13 09:00,6/21/13,09:00:00,20.4,20.71,73.60122,0.640482609,1.9,4.221,0.602,783.689,1725.37,1584.13,32.12,5.013325435,-27.1066735,1.8788,1,1.793985,-27.3917605,31.49731,4.1055495,3.9254,4.93462,31.50298,29.789
6/21/13 10:00,6/21/13,10:00:00,22.2,22.29,60.799618,1.064413113,2,4.221,0.602,888.325,1956.34,1770.86,33.65,5.434106434,-28.21589509,2.0967,1,2.062652,-27.89879027,32.37942783,4.48063756,4.0991,5.18815,31.581818,31.519
6/21/13 11:00,6/21/13,11:00:00,23.4,23.37,52.10033,1.400941552,2.3,4.221,0.601,953.607,2100.46,1884.79,33.64,5.725457263,-27.91454213,2.2227,1,2.1834695,-27.19287424,31.81528388,4.62240964,4.2175,5.35087,32.970703,32.135
6/21/13 12:00,6/21/13,12:00:00,24.4,24.13,47.30025,1.639031553,2.3,4.221,0.6,985.088,2169.89,1942.53,32.68,6.014408015,-26.66559229,2.2782,1,2.2418206,-26.23909694,31.09710863,4.85801169,4.3005,5.48265,32.24123,32.253
6/21/13 13:00,6/21/13,13:00:00,24.8,24.31,45.30042,1.743366918,2.2,4.221,0.599,946.737,2085.25,1875.23,31.26,6.121402521,-25.13859771,2.1991,1,2.1945057,-24.6805828,29.74077973,5.06019693,4.3202,5.52546,28.800285,31.554
6/21/13 14:00,6/21/13,14:00:00,24.8,23.82,48.40035,1.644567035,2,4.221,0.598,770.204,1696.06,1541.75,29.67,5.963128041,-23.70687204,1.8625,1,1.9514918,-21.89878534,27.21656618,5.31778084,4.2667,5.50957,28.029877,28.903
6/21/13 15:00,6/21/13,15:00:00,24.8,22.97,52.19996,1.523467193,1.3,4.221,0.597,493.845,1087.1,1003.49,24.38,5.72108706,-18.6589121,1.2842,1,1.4688135,-16.7720567,22.22498261,5.45292591,4.1737,5.49369,23.016222,23.003
6/21/13 16:00,6/21/13,16:00:00,25.1,22.47,53.298527,1.515955937,1.3,4.221,0.596,527.302,1160.15,1087.03,23.8,5.822199915,-17.97779932,1.334,1,1.5424548,-17.88243103,23.2642459,5.38181487,4.1189,5.52113,21.820572,23.87
6/21/13 17:00,6/21/13,17:00:00,25,21.82,53.19993,1.509920035,1.1,4.221,0.596,364.406,801.31,757.07,18.23,5.617301921,-12.61269762,0.9357,1,1.1035663,-12.944904,18.26961493,5.32471093,4.0475,5.4907,15.360121,19.061
6/21/13 18:00,6/21/13,18:00:00,22.8,21.25,67.00155,0.92999301,0.5,4.221,0.596,183.393,403,380.01,10.75,5.045365867,-5.704634133,0.4674,1,0.5266823,-6.645832,11.38152459,4.73569259,3.9848,5.15892,9.165992,11.718
6/21/13 20:00,6/21/13,20:00:00,20,20.2,83.90011,0.380889509,0.8,4.221,0.596,0,0,0,0,4.364706781,4.364706781,0,0,0.000882446,4.2696938,0,4.2696938,3.8692,4.72944,-2.1423047,0
6/21/13 21:00,6/21/13,21:00:00,18.7,19.92,91.50113,0.185161619,1.1,4.221,0.596,0,0,0,0,4.203810552,4.203810552,0,0,-0.003697255,4.0169365,0,4.0169365,3.8383,4.53112,-0.765719,0
6/21/13 22:00,6/21/13,22:00:00,18.8,19.77,86.50122,0.295970232,1.4,4.221,0.596,0,0,0,0,4.227964005,4.227964005,0,0,-0.00663731,3.95606673,0,3.95606673,3.8218,4.53276,1.2225862,0
6/21/13 23:00,6/21/13,23:00:00,18.4,19.62,84.40157,0.333400999,1.3,4.221,0.596,0,0,0,0,4.152110942,4.152110942,0,0,-0.006904289,3.93865533,0,3.93865533,3.8052,4.46367,-0.81477565,0
6/22/13 00:00,6/22/13,00:00:00,18.1,19.42,83.702156,0.341739656,1.7,4.221,0.597,0,0,0,0,4.11413282,4.11413282,0,0,-0.00661777,3.7722167,0,3.7722167,3.7832,4.40908,-1.3388388,0
6/22/13 01:00,6/22/13,01:00:00,17.1,19.15,86.20177,0.271348947,1.6,4.221,0.597,0,0,0,0,3.973567271,3.973567271,0,0,-0.001270657,3.69775053,0,3.69775053,3.7534,4.25678,0.5289692,0
6/22/13 02:00,6/22/13,02:00:00,16.5,18.86,86.50065,0.255393298,1.6,4.221,0.597,0,0,0,0,3.88219669,3.88219669,0,0,0.002827429,3.63118373,0,3.63118373,3.7213,4.16143,-0.7623808,0
6/22/13 03:00,6/22/13,03:00:00,16,18.59,87.59989,0.227123305,1.5,4.221,0.597,0,0,0,0,3.801588979,3.801588979,0,0,0.010085577,3.61253633,0,3.61253633,3.6915,4.08067,-0.20107642,0
6/22/13 04:00,6/22/13,04:00:00,15.6,18.38,88.20226,0.210548148,1.4,4.221,0.597,2.453,5.39,5.04,0.24,3.743324676,3.503324681,0.0047,0,0.011647152,3.60833885,0.0216,3.62993885,3.6683,4.01429,0.42195335,0.19478
6/22/13 07:00,6/22/13,07:00:00,18.3,19.16,81.50007,0.392901857,1.7,4.221,0.597,366.902,806.97,760.96,19.8,4.383959158,-15.41604008,0.943,1,0.96232575,-16.58256196,20.32488163,3.74231967,3.7545,4.35097,19.251896,19.554
6/22/13 08:00,6/22/13,08:00:00,20,20.44,77.20044,0.539389625,1.5,4.221,0.597,536.102,1179.74,1100.04,25.93,4.823859924,-21.10614038,1.3521,1,1.3045326,-21.60954314,25.71256543,4.10302229,3.8956,4.57059,25.568901,24.825
6/22/13 09:00,6/22/13,09:00:00,21.1,21.85,74.19962,0.654088186,2,4.221,0.596,695.988,1532.29,1406.93,30.72,5.128454205,-25.59154511,1.7079,1,1.6333898,-25.81955563,29.9973755,4.17781987,4.0508,4.70677,28.789381,28.695
6/22/13 10:00,6/22/13,10:00:00,22.7,23.15,71.298615,0.803895922,2.5,4.221,0.596,753.322,1659.03,1501.8,32.8,5.458110065,-27.34188917,1.8426,1,1.8192368,-26.97400993,31.2437158,4.26970587,4.1934,4.90909,32.8184,29.905
6/22/13 11:00,6/22/13,11:00:00,23.8,24.45,66.99847,0.989280395,2.7,4.221,0.594,919.046,2024.34,1816.51,35.78,5.80758415,-29.97241463,2.1802,1,2.0906782,-29.7269995,34.1647319,4.4377324,4.3354,5.04207,33.280785,32.913
6/22/13 12:00,6/22/13,12:00:00,24.6,25.25,63.10106,1.161741563,2.5,4.221,0.593,931.868,2052.66,1837.57,35.55,6.027722958,-29.52227628,2.2078,1,2.1555297,-29.0472049,33.81543063,4.76822573,4.4226,5.13351,34.494427,32.569
6/22/13 13:00,6/22/13,13:00:00,25.2,25.43,58.599453,1.352100793,2.5,4.221,0.591,903.102,1989.14,1788.75,34.18,6.14471435,-28.03528596,2.1463,1,2.1346316,-27.48878705,32.44535477,4.95656772,4.4422,5.19735,32.6895,31.377
6/22/13 14:00,6/22/13,14:00:00,25.7,24.97,51.39981,1.636243963,2.6,4.221,0.591,839.699,1849.09,1680.77,31.32,6.197518809,-25.12248089,2.0064,1,2.008861,-24.41352663,29.4667048,5.05317817,4.3921,5.24721,29.651936,29.283
6/22/13 15:00,6/22/13,15:00:00,25.5,24.01,51.89899,1.599876288,2.8,4.221,0.59,687.614,1513.65,1397.14,28.3,5.991535583,-22.30846365,1.6913,1,1.773135,-21.5530897,26.44191053,4.88882083,4.2874,5.20456,26.44849,26.767
6/22/13 16:00,6/22/13,16:00:00,25,23.09,55.59895,1.432519922,2.2,4.221,0.59,467.895,1029.45,964.52,22.94,5.726671908,-17.21332863,1.2067,1,1.3823032,-16.59926363,21.70901397,5.10975034,4.1868,5.12284,22.88147,22.078
6/22/13 17:00,6/22/13,17:00:00,24.5,22.35,59.40116,1.27043182,1.9,4.221,0.59,317.335,697.81,659.27,17.37,5.498442494,-11.87155835,0.8308,1,0.90554315,-12.0986268,17.18201702,5.08339022,4.1057,5.0416,16.225964,17.405
6/22/13 18:00,6/22/13,18:00:00,23.3,21.66,64.50151,1.031853656,1.9,4.221,0.59,132.657,291.51,274.89,8.9,5.121971633,-3.778027985,0.3468,1,0.37159705,-3.77427492,8.52488878,4.75061386,4.0299,4.86964,8.230714,8.9178
6/22/13 19:00,6/22/13,19:00:00,21.8,21.04,68.69842,0.829032528,1.8,4.221,0.59,20.642,45.33,42.44,1.75,4.768065672,3.018065672,0.046,0,0.01751644,4.35476715,0.1575,4.51226715,3.9617,4.65958,0.5934564,1.5828
6/22/13 20:00,6/22/13,20:00:00,20.8,20.73,75.299095,0.614544908,1.6,4.221,0.591,0,0,0,0,4.585962538,4.585962538,0,0,0.01043554,4.2011866,0,4.2011866,3.9276,4.51563,-2.0507903,0
6/22/13 21:00,6/22/13,21:00:00,20.1,20.55,78.99997,0.499960398,1.5,4.221,0.591,0,0,0,0,4.488985311,4.488985311,0,0,0.000346664,4.1068111,0,4.1068111,3.9078,4.41144,0.00241855,0
6/22/13 22:00,6/22/13,22:00:00,19.3,20.33,78.90183,0.477518861,1.4,4.221,0.591,0,0,0,0,4.3504446,4.3504446,0,0,-0.003370268,4.00064345,0,4.00064345,3.8835,4.29506,-0.6642652,0
6/22/13 23:00,6/22/13,23:00:00,18.9,20.15,78.50232,0.474358991,1.6,4.221,0.591,0,0,0,0,4.303446174,4.303446174,0,0,-0.003218032,3.8573964,0,3.8573964,3.8637,4.23085,-1.4820632,0
6/23/13 00:00,6/23/13,00:00:00,18.2,19.54,82.09794,0.377784375,1.6,3.281,0.591,0,0,0,0,3.629661,3.629661,0,0,-0.003365917,3.35093808,0,3.35093808,3.7964,4.1287,-0.16757825,0
6/23/13 01:00,6/23/13,01:00:00,18,19.29,81.90171,0.377072982,1.4,3.281,0.591,0,0,0,0,3.589882412,3.589882412,0,0,-0.002066034,3.38877315,0,3.38877315,3.7688,4.09096,-0.3370213,0
6/23/13 02:00,6/23/13,02:00:00,17.6,19.04,82.10222,0.363461166,1.3,3.281,0.591,0,0,0,0,3.530086265,3.530086265,0,0,0.000646037,3.35317534,0,3.35317534,3.7412,4.03806,0.9017617,0
6/23/13 03:00,6/23/13,03:00:00,17.2,18.64,82.50112,0.346345858,1.5,3.281,0.591,0,0,0,0,3.444376267,3.444376267,0,0,0.003470693,3.26208018,0,3.26208018,3.697,3.98507,1.0646038,0
6/23/13 04:00,6/23/13,04:00:00,17.2,18.29,81.50074,0.366145833,1.7,3.281,0.591,3.15,6.92,6.31,0.3,3.430593599,3.130593588,0.0059,0,0.002903024,3.16494142,0.027,3.19194142,3.6584,3.98306,0.23340888,0.2474
6/23/13 07:00,6/23/13,07:00:00,20.6,20.07,81.79844,0.447192821,1.7,3.281,0.591,377.205,830.28,754.58,19.53,4.130333054,-15.39966763,0.9295,1,0.897808,-16.51009341,20.19915272,3.68905931,3.8549,4.41234,19.15718,20.137
6/23/13 08:00,6/23/13,08:00:00,22.3,21.82,79.3013,0.565537681,1.9,3.281,0.591,562.764,1239.36,1100.75,25.52,4.528011692,-20.99198877,1.342,1,1.2989333,-21.56435973,25.6049718,4.04061207,4.0475,4.62823,25.262691,25.888
6/23/13 09:00,6/23/13,09:00:00,24,23.82,76.0984,0.725355001,2.1,3.281,0.59,744.643,1640.61,1420.85,29.89,4.954356578,-24.93564281,1.7139,1,1.6571405,-25.19770534,29.58720243,4.38949709,4.2578,4.84399,28.735306,30.152
6/23/13 10:00,6/23/13,10:00:00,25.5,25.35,73.699455,0.874776156,2.7,3.281,0.589,824.822,1817.79,1541.98,31.77,5.251955047,-26.51804541,1.8714,1,1.8585535,-26.42106484,31.0482656,4.62720076,4.4149,5.03402,31.166553,31.719
6/23/13 11:00,6/23/13,11:00:00,26.9,27.03,70.599144,1.064357208,2,3.281,0.588,906.189,1997.42,1673.82,32.26,5.684340395,-26.57565793,2.0136,1,1.8732966,-26.6056139,31.86489133,5.25927743,4.5867,5.21108,31.378662,32.881
6/23/13 12:00,6/23/13,12:00:00,27.4,27.59,70.1993,1.111763981,2.6,3.281,0.588,929.801,2049.55,1711.97,32.77,5.764904498,-27.00509596,2.0568,1,1.997788,-27.0338218,32.24808676,5.21426496,4.637,5.27388,32.17134,32.966
6/23/13 13:00,6/23/13,13:00:00,27.9,27.81,69.90095,1.157053763,2.6,3.281,0.587,894.398,1971.36,1656.71,31.94,5.853044646,-26.08695589,1.989,1,1.9798675,-26.06094716,31.45834686,5.3973997,4.6507,5.33675,30.983831,32.118
6/23/13 14:00,6/23/13,14:00:00,28.1,27.39,68.90028,1.20990509,2.6,3.281,0.586,777.582,1713.55,1461.97,29.8,5.807736134,-23.9922631,1.772,1,1.8416833,-23.6153565,29.12118436,5.50582786,4.5961,5.36166,27.540775,29.805
6/23/13 15:00,6/23/13,15:00:00,28.1,26.25,66.00084,1.322705031,3.3,3.281,0.586,642.39,1415.15,1235.38,26.91,5.635692481,-21.27430737,1.5104,1,1.4783362,-20.1026968,25.52727373,5.42457693,4.4649,5.36121,24.777504,26.575
6/23/13 16:00,6/23/13,16:00:00,27.9,25.01,61.10057,1.495353991,3,3.281,0.586,492.846,1085.19,971.94,22.53,5.469494283,-17.0605064,1.1956,1,1.1564108,-16.11089893,21.43739364,5.32649471,4.323,5.33533,21.183167,22.396
6/23/13 17:00,6/23/13,17:00:00,26.6,23.84,67.899254,1.141267338,2.9,3.281,0.586,223.018,490.8,448.47,13.73,5.04546422,-8.684535322,0.577,1,0.58911467,-8.07189523,12.99605643,4.9241612,4.1886,5.16887,12.741398,13.771
6/23/13 18:00,6/23/13,18:00:00,25.6,23.26,73.99993,0.870054517,2.6,3.281,0.587,117.617,258.68,237.49,8.03,4.8134101,-3.216589633,0.2966,1,0.33524016,-3.37457664,8.001631528,4.627054888,4.1176,5.03994,7.3944216,8.2517
6/23/13 20:00,6/23/13,20:00:00,23.5,22.66,85.49944,0.426726292,2.2,3.281,0.587,0,0,0,0,4.400561439,4.400561439,0,0,0.000883371,4.19038386,0,4.19038386,4.036,4.76731,-0.09924004,0
6/23/13 21:00,6/23/13,21:00:00,22.6,22.42,88.799034,0.311788839,2,3.281,0.587,0,0,0,0,4.261391354,4.261391354,0,0,-0.003760445,4.1116458,0,4.1116458,4.0017,4.64958,-2.0262775,0
6/23/13 22:00,6/23/13,22:00:00,21.8,22.2,92.39834,0.20133243,2.1,3.281,0.587,0,0,0,0,4.142970132,4.142970132,0,0,-0.001466056,3.8751872,0,3.8751872,3.9697,4.54445,-1.1859037,0
6/23/13 23:00,6/23/13,23:00:00,21,22.01,95.000656,0.125951024,1.8,3.281,0.587,0,0,0,0,4.025685882,4.025685882,0,0,0.003403175,3.85179037,0,3.85179037,3.9409,4.43902,-0.01481892,0
6/24/13 00:00,6/24/13,00:00:00,20.4,21.83,97.39992,0.063082691,1.7,3.281,0.587,0,0,0,0,3.948774903,3.948774903,0,0,0.004872038,3.75285776,0,3.75285776,3.9133,4.35937,0.6020784,0
6/24/13 01:00,6/24/13,01:00:00,19.8,21.71,99.70048,0.006997078,1.3,3.281,0.587,0,0,0,0,3.864161656,3.864161656,0,0,-0.000675679,3.67180137,0,3.67180137,3.8922,4.27956,-0.5776474,0
6/24/13 02:00,6/24/13,02:00:00,19.8,21.59,100.00012,-2.80E-06,1.5,3.281,0.587,0,0,0,0,3.879545155,3.879545155,0,0,-0.001183111,3.66477466,0,3.66477466,3.871,4.27787,0.1026485,0
