,Date,Time,Tair,Tsoil,RH,VPD,u,LAI,SWC,SW,PAR,APAR,GPP_canopy,Reco_canopy,NEE_canopy,SIFcanopy_760nm,APAR_label,SIF_NN,NEE_NN,GPP_NN,Reco_NN,Reco_NT,Reco_DT,GPP_NT,GPP_DT
10/11/13 01:00,10/11/13,01:00:00,9.1,8.61,91.80323,0.094920257,0.9,1.512,0.584,0,0,0,0,2.976572669,2.976572669,0,0,-0.014510373,2.52139042,0,2.52139042,2.884,2.11717,0.7340698,0
10/11/13 02:00,10/11/13,02:00:00,9.1,8.51,88.99672,0.127420206,1.1,1.512,0.584,0,0,0,0,2.968273057,2.968273057,0,0,-0.011986635,2.52343982,0,2.52343982,2.8727,2.10572,-0.03422537,0
10/11/13 03:00,10/11/13,03:00:00,8.9,8.29,86.99618,0.148549009,1.4,1.512,0.584,0,0,0,0,2.950005043,2.950005043,0,0,-0.010477583,2.50596859,0,2.50596859,2.8468,2.07768,0.08068978,0
10/11/13 04:00,10/11/13,04:00:00,8.9,8.05,84.59761,0.175949057,1.3,1.512,0.584,0,0,0,0,2.920063062,2.920063062,0,0,-0.009238009,2.5035275,0,2.5035275,2.8186,2.06634,-0.05825804,0
10/11/13 05:00,10/11/13,05:00:00,9.3,8.14,83.29633,0.19608125,1.6,1.512,0.584,0,0,0,0,2.957543,2.957543,0,0,-0.008758801,2.51858026,0,2.51858026,2.8302,2.08777,0.3320015,0
10/11/13 06:00,10/11/13,06:00:00,9.6,8.17,81.19929,0.225240032,1.6,1.512,0.584,8.331,18.39,13.97,0.62,2.960036085,2.34003608,0.0134,0,-0.008060931,2.55754367,0.0558,2.61334367,2.8345,2.10066,0.46012416,0.48282
10/11/13 07:00,10/11/13,07:00:00,11.5,9.28,73.90225,0.355363549,1.7,1.512,0.584,139.06,307,232.12,6.41,3.172111051,-3.237888796,0.2537,1,0.3309997,-3.25098238,6.04718279,2.79620041,2.9695,2.24318,6.028392,5.7563
10/11/13 08:00,10/11/13,08:00:00,12.4,10.35,73.30226,0.386030862,1.5,1.512,0.584,193.108,426.53,304.57,8.58,3.300535185,-5.279464739,0.3534,1,0.41201952,-4.90680042,7.890399375,2.983598955,3.1004,2.30319,8.26918,7.121
10/11/13 09:00,10/11/13,09:00:00,14.4,12.56,73.80097,0.432313813,1.8,1.512,0.583,401.681,887.57,595.38,13.05,3.60197746,-9.44802273,0.665,1,0.6008686,-9.08578306,12.29511772,3.20933466,3.3717,2.4507,12.446805,10.491
10/11/13 10:00,10/11/13,10:00:00,16.2,14.96,73.300125,0.495422074,2.2,1.512,0.583,622.341,1375.5,883.1,16.02,3.926696685,-12.09330377,0.9492,1,0.85111105,-13.17548707,16.46922336,3.29373629,3.6678,2.57998,15.292351,12.385
10/11/13 11:00,10/11/13,11:00:00,17.5,15.84,60.898853,0.788971993,2.2,1.512,0.582,701.507,1550.66,972.7,16.35,4.077472478,-12.2725279,1.0377,1,0.87701124,-13.09381508,16.61613193,3.52231685,3.7772,2.66748,15.896844,12.804
10/11/13 12:00,10/11/13,12:00:00,18.8,15.66,42.598404,1.258570407,2,1.512,0.582,697.703,1542.27,965.69,14.69,4.143035256,-10.54696432,1.0275,1,0.83343405,-10.31333182,14.17399423,3.86066241,3.756,2.75328,13.848,11.002
10/11/13 13:00,10/11/13,13:00:00,19.5,14.51,26.001396,1.69618462,2,1.512,0.581,649.148,1434.79,916.24,10.32,4.110455035,-6.20954466,0.9519,1,0.8570338,-7.66100001,11.4994605,3.83846049,3.6151,2.79085,9.664298,8.2642
10/11/13 14:00,10/11/13,14:00:00,19.8,13.32,20.101906,1.866496886,2.2,1.512,0.581,582.974,1288.23,856.41,8.62,4.023980188,-4.596019697,0.882,1,0.8429277,-6.28828652,10.1293457,3.84105918,3.4694,2.79679,7.047214,7.2602
10/11/13 15:00,10/11/13,15:00:00,19,12.09,25.001896,1.665431587,1.9,1.512,0.581,332.369,734.18,518.28,8.45,3.753621746,-4.696378063,0.5637,1,0.5781574,-4.49733877,8.37852644,3.88118767,3.319,2.71833,7.2635193,6.8964
10/11/13 16:00,10/11/13,16:00:00,17.1,11.25,39.902386,1.181849068,1.6,1.512,0.581,128.478,283.66,213.1,5.98,3.504739062,-2.475260957,0.2412,1,0.26870957,-1.65468732,5.33537223,3.68068491,3.2168,2.55682,5.9506207,4.994
10/11/13 19:00,10/11/13,19:00:00,14.2,11.23,72.39973,0.449497234,1.4,1.512,0.581,0,0,0,0,3.36309596,3.36309596,0,0,0.004601086,3.24268744,0,3.24268744,3.2168,2.29254,-0.6239693,0
10/11/13 20:00,10/11/13,20:00:00,13.8,11.35,75.8994,0.3823103,1.4,1.512,0.581,0,0,0,0,3.372953585,3.372953585,0,0,0.003364374,3.1883699,0,3.1883699,3.2323,2.24859,-1.4500251,0
10/11/13 21:00,10/11/13,21:00:00,12.9,11.17,80.40217,0.292935776,1.7,1.512,0.581,0,0,0,0,3.308165168,3.308165168,0,0,0.001708429,2.97305755,0,2.97305755,3.2111,2.16817,0.26347336,0
10/11/13 22:00,10/11/13,22:00:00,12.5,11.05,81.60339,0.267776784,1.7,1.512,0.581,0,0,0,0,3.278299873,3.278299873,0,0,0.001135075,2.91921821,0,2.91921821,3.1972,2.12537,-0.6463463,0
10/11/13 23:00,10/11/13,23:00:00,12.5,10.78,77.103455,0.333276796,2.2,1.512,0.582,0,0,0,0,3.26606016,3.26606016,0,0,0.002304847,2.79658949,0,2.79658949,3.1649,2.11209,0.08122423,0
10/12/13 00:00,10/12/13,00:00:00,11.9,10.39,77.801605,0.310457266,2.4,1.512,0.582,0,0,0,0,3.213927103,3.213927103,0,0,0.00187613,2.70157367,0,2.70157367,3.1179,2.05551,-0.15759522,0
10/12/13 01:00,10/12/13,01:00:00,11.1,9.98,81.40192,0.246544407,2.2,1.512,0.582,0,0,0,0,3.150090753,3.150090753,0,0,-0.006706545,2.60615058,0,2.60615058,3.0685,1.98528,-0.0629571,0
10/12/13 02:00,10/12/13,02:00:00,11,9.79,82.39841,0.231772981,2.5,1.512,0.582,0,0,0,0,3.134393043,3.134393043,0,0,-0.008204168,2.59748677,0,2.59748677,3.0461,1.96566,-0.6824047,0
10/12/13 03:00,10/12/13,03:00:00,10.7,9.59,83.79834,0.209079024,2.4,1.512,0.582,0,0,0,0,3.107856716,3.107856716,0,0,-0.008821901,2.54914604,0,2.54914604,3.0224,1.93205,-1.1105406,0
10/12/13 04:00,10/12/13,04:00:00,10.6,9.51,85.40212,0.187118297,2.3,1.512,0.582,0,0,0,0,3.101238355,3.101238355,0,0,-0.009375168,2.53606043,0,2.53606043,3.0134,1.91276,-0.57567006,0
10/12/13 05:00,10/12/13,05:00:00,10.6,9.57,87.500694,0.160218405,2.2,1.512,0.582,0,0,0,0,3.106201992,3.106201992,0,0,-0.010387596,2.54610634,0,2.54610634,3.0215,1.9005,0.3727724,0
10/12/13 06:00,10/12/13,06:00:00,10.1,9.53,92.39925,0.094195774,2.3,1.512,0.582,9.905,21.86,16.61,0.73,3.092893268,2.362893249,0.0162,0,-0.013905501,2.47924163,0.0657,2.54494163,3.0174,1.85385,0.16310643,0.51369
10/12/13 07:00,10/12/13,07:00:00,10.7,10.3,96.700516,0.042579153,2.6,1.512,0.582,93.512,206.44,156.2,5,3.196504098,-1.803495902,0.1754,1,0.09938954,-2.32122921,4.90817786,2.58694865,3.1124,1.88283,5.714694,3.8074
10/12/13 08:00,10/12/13,08:00:00,11.1,11.1,98.39741,0.021244649,3,1.512,0.582,132.445,292.53,209.26,6.87,3.302387507,-3.567612379,0.2486,1,0.18880133,-3.83282173,6.505540844,2.672719114,3.2114,1.89764,6.959281,4.8829
10/12/13 09:00,10/12/13,09:00:00,11.1,11.42,99.996635,4.46E-05,3,1.512,0.582,113.136,249.99,168.03,6.16,3.328676954,-2.831322893,0.205,1,0.1286515,-3.20160562,5.864445875,2.662840255,3.2516,1.88511,6.572836,4.3413
10/12/13 10:00,10/12/13,10:00:00,11.3,11.63,99.996635,4.52E-05,3,1.512,0.582,98.045,216.7,139.4,5.4,3.345909584,-2.054090511,0.1685,1,0.100281164,-2.5978107,5.26927635,2.67146565,3.2783,1.88594,5.278349,3.8835
10/12/13 11:00,10/12/13,11:00:00,11.4,11.75,100.00173,-2.34E-05,3.1,1.512,0.582,96.247,212.75,133.73,5.25,3.365748873,-1.884251127,0.1613,1,0.09838255,-2.54719844,5.209142106,2.661943666,3.2939,1.87993,5.2385745,3.8088
10/12/13 12:00,10/12/13,12:00:00,11.4,11.76,100.00173,-2.34E-05,2.6,1.512,0.582,85.448,188.88,118.52,4.74,3.366568367,-1.373431404,0.1403,1,0.07919615,-2.06352833,4.738834855,2.675306525,3.296,1.86724,4.7993784,3.4577
10/12/13 13:00,10/12/13,13:00:00,11.4,11.74,100.00173,-2.34E-05,2.8,1.512,0.582,87.943,194.38,124.41,4.93,3.3649292,-1.565070629,0.148,1,0.083357915,-2.14480406,4.84520627,2.70040221,3.2943,1.85456,5.1057863,3.5165
10/12/13 14:00,10/12/13,14:00:00,11.3,11.59,99.996635,4.52E-05,2.8,1.512,0.582,78.043,172.45,114.92,4.57,3.342627672,-1.227372499,0.1346,1,0.06915039,-1.80166633,4.488478884,2.686812554,3.2766,1.83542,4.7762284,3.1858
10/12/13 15:00,10/12/13,15:00:00,11.1,11.31,99.996635,4.46E-05,2.1,1.512,0.582,45.181,99.8,70.62,,3.309643928,0.35964388,0.0768,1,0.037278384,-0.753290445,3.340929417,2.587638972,3.2429,1.80999,2.8627052,2.0116
10/12/13 19:00,10/12/13,19:00:00,10.1,10.31,100.000336,-4.16E-06,2.2,1.512,0.582,0,0,0,0,3.177328976,3.177328976,0,0,-0.0127484,2.49098572,0,2.49098572,3.123,1.69806,1.2667247,0
10/12/13 20:00,10/12/13,20:00:00,9.8,10.12,100.00075,-9.11E-06,2.1,1.512,0.582,0,0,0,0,3.151650766,3.151650766,0,0,-0.013749364,2.46466417,0,2.46466417,3.1004,1.66769,-0.31390712,0
10/12/13 21:00,10/12/13,21:00:00,9.5,9.85,99.99677,3.84E-05,2.7,1.512,0.582,0,0,0,0,3.11935205,3.11935205,0,0,-0.014740501,2.4173337,0,2.4173337,3.0681,1.63765,0.18584524,0
10/12/13 22:00,10/12/13,22:00:00,9.3,9.68,100.00161,-1.89E-05,2.4,1.512,0.582,0,0,0,0,3.10529923,3.10529923,0,0,-0.015399539,2.38479457,0,2.38479457,3.0479,1.61395,0.23455264,0
10/12/13 23:00,10/12/13,23:00:00,9.2,9.58,99.99771,2.67E-05,2,1.512,0.582,0,0,0,0,3.087029135,3.087029135,0,0,-0.015730496,2.41504291,0,2.41504291,3.0364,1.59643,1.359977,0
10/13/13 00:00,10/13/13,00:00:00,9.1,9.41,99.99825,2.03E-05,1.8,1.038,0.582,0,0,0,0,2.902963483,2.902963483,0,0,-0.016060438,2.50630252,0,2.50630252,3.0163,1.61237,-0.39944217,0
10/13/13 01:00,10/13/13,01:00:00,9,9.22,98.60366,0.016060146,1.9,1.038,0.582,0,0,0,0,2.88723323,2.88723323,0,0,-0.015937556,2.46807093,0,2.46807093,2.9938,1.62813,0.32445827,0
10/13/13 02:00,10/13/13,02:00:00,8.6,8.82,97.59649,0.026900086,2,1.038,0.582,0,0,0,0,2.844082217,2.844082217,0,0,-0.017199498,2.39468508,0,2.39468508,2.9456,1.62497,-0.17839824,0
10/13/13 03:00,10/13/13,03:00:00,8.1,8.51,99.09838,0.009751484,1.5,1.038,0.582,0,0,0,0,2.808361043,2.808361043,0,0,-0.018860176,2.43852174,0,2.43852174,2.9084,1.61475,0.5636509,0
10/13/13 04:00,10/13/13,04:00:00,7.6,8.06,99.99601,4.17E-05,1.6,1.038,0.582,0,0,0,0,2.750981498,2.750981498,0,0,-0.020326221,2.35940996,0,2.35940996,2.8542,1.60364,0.00341491,0
10/13/13 05:00,10/13/13,05:00:00,7.1,7.66,99.99587,4.17E-05,1.4,1.038,0.582,0,0,0,0,2.717714813,2.717714813,0,0,-0.0215518,2.32188406,0,2.32188406,2.8062,1.59163,-0.28555557,0
10/13/13 06:00,10/13/13,06:00:00,6.8,7.31,99.99813,1.85E-05,1.4,1.038,0.582,10.277,22.74,14.97,0.65,2.678579049,2.028579073,0.0143,0,-0.020959275,2.2832837,0.0585,2.3417837,2.7643,1.59192,0.82916385,0.51089
10/13/13 07:00,10/13/13,07:00:00,7.4,7.89,100.00489,-5.04E-05,1.4,1.038,0.582,109.964,243.33,155.59,4.38,2.766847141,-1.613152973,0.1649,1,0.09984202,-2.23647151,4.57979511,2.3433236,2.8356,1.65177,4.374323,4.0572
10/13/13 08:00,10/13/13,08:00:00,9.3,9.49,94.600716,0.063381179,2.2,1.038,0.582,257.496,570.03,325.57,7.46,2.959583973,-4.500416066,0.345,1,0.28494653,-5.38985231,7.809417236,2.419564926,3.0322,1.80125,7.1781936,6.8719
10/13/13 09:00,10/13/13,09:00:00,10.8,10.87,84.09857,0.206589748,2.9,1.038,0.582,475.488,1052.93,548.84,9.66,3.133468139,-6.526531708,0.5495,1,0.5082763,-8.2874117,10.84821157,2.56079987,3.2015,1.92704,8.769133,9.0023
10/13/13 10:00,10/13/13,10:00:00,11.2,11.99,83.20288,0.224169188,2.4,1.038,0.582,563.181,1247.35,613.79,10.31,3.255411024,-7.054589396,0.6132,1,0.56299055,-9.23258353,11.7730676,2.54048407,3.3393,1.97861,10.470601,9.5561
10/13/13 11:00,10/13/13,11:00:00,11.2,11.3,84.70149,0.204169203,2,1.038,0.582,224.83,498,238.13,6.97,3.148822262,-3.821177529,0.2862,1,0.33144388,-4.45673375,7.176140484,2.719406734,3.253,2.00251,6.8484874,6.4522
10/13/13 12:00,10/13/13,12:00:00,11.1,10.95,86.69745,0.176344526,1.9,1.038,0.582,145.78,322.91,154.1,5.28,3.100050925,-2.179949285,0.1877,1,0.21407191,-2.77778497,5.498884575,2.721099605,3.2089,2.01919,6.819045,5.0061
10/13/13 13:00,10/13/13,13:00:00,11.2,10.94,86.40242,0.181469101,1.6,1.038,0.582,137.083,303.62,148.51,5.13,3.099228391,-2.030771724,0.1792,1,0.20101282,-2.45616188,5.256992765,2.800830885,3.2068,2.05029,6.0457015,4.8273
10/13/13 14:00,10/13/13,14:00:00,11.2,10.72,87.00186,0.173469169,1.6,1.038,0.582,100.037,221.53,114.2,4.17,3.081120477,-1.088879599,0.1332,1,0.1387686,-1.41768443,4.22425817,2.80657374,3.1788,2.07419,4.622758,3.9
10/13/13 15:00,10/13/13,15:00:00,11.2,10.49,87.4964,0.166869194,1.7,1.038,0.582,74.568,165.08,92.76,3.47,3.052171413,-0.417828616,0.1044,1,0.0998987,-0.75287486,3.53909958,2.78622472,3.1496,2.09808,3.0427074,3.1429
10/13/13 19:00,10/13/13,19:00:00,7.9,8.06,98.99592,0.010711642,0.9,1.038,0.582,0,0,0,0,2.740981507,2.740981507,0,0,-0.019541202,2.3948965,0,2.3948965,2.8488,1.93463,-0.12527914,0
10/13/13 20:00,10/13/13,20:00:00,8.3,8.18,98.2971,0.018671819,0.9,1.038,0.582,0,0,0,0,2.770954031,2.770954031,0,0,-0.018177923,2.44371552,0,2.44371552,2.8626,1.98707,0.8306552,0
10/13/13 21:00,10/13/13,21:00:00,8.1,8.28,99.403496,0.006451498,0.9,1.038,0.582,0,0,0,0,2.789261618,2.789261618,0,0,-0.018817365,2.41914949,0,2.41914949,2.874,1.99221,-0.5803689,0
10/13/13 22:00,10/13/13,22:00:00,7.8,8.2,99.69699,0.003210423,0.6,1.038,0.582,0,0,0,0,2.772616087,2.772616087,0,0,-0.019776182,2.35630695,0,2.35630695,2.8635,1.98888,0.12140247,0
10/13/13 23:00,10/13/13,23:00:00,7.1,7.82,99.99587,4.17E-05,0.5,1.038,0.582,0,0,0,0,2.721025752,2.721025752,0,0,-0.0215518,2.2642827,0,2.2642827,2.8166,1.95234,0.5681966,0
10/14/13 00:00,10/14/13,00:00:00,6.7,7.31,100.000046,-4.52E-07,0.4,1.038,0.582,0,0,0,0,2.648579048,2.648579048,0,0,-0.020733118,2.20851527,0,2.20851527,2.754,1.93938,-0.1105489,0
10/14/13 01:00,10/14/13,01:00:00,6.5,6.85,100.00189,-1.83E-05,1.5,1.038,0.582,0,0,0,0,2.620250013,2.620250013,0,0,-0.02058504,2.23799451,0,2.23799451,2.6978,1.94238,0.42458108,0
10/14/13 02:00,10/14/13,02:00:00,5.9,6.44,99.997215,2.59E-05,0.9,1.038,0.582,0,0,0,0,2.576056378,2.576056378,0,0,-0.020530952,2.17645942,0,2.17645942,2.6477,1.91143,0.06774467,0
10/14/13 03:00,10/14/13,03:00:00,5.6,6.22,100.00026,-2.37E-06,0.5,1.038,0.582,0,0,0,0,2.547698316,2.547698316,0,0,-0.020508563,2.10104345,0,2.10104345,2.6206,1.90493,0.48827964,0
10/14/13 04:00,10/14/13,04:00:00,5.9,6.15,99.997215,2.59E-05,0.3,1.038,0.582,0,0,0,0,2.531855799,2.531855799,0,0,-0.020530952,2.11221672,0,2.11221672,2.6115,1.94929,-0.1533724,0
10/14/13 05:00,10/14/13,05:00:00,5.5,5.86,100.003624,-3.27E-05,0.8,1.038,0.582,0,0,0,0,2.517643628,2.517643628,0,0,-0.020503143,2.12862586,0,2.12862586,2.5761,1.93359,-0.3435101,0
10/14/13 06:00,10/14/13,06:00:00,5.4,5.69,100.00263,-2.36E-05,0.6,1.038,0.582,11.548,25.55,16.82,0.72,2.503445435,1.783445406,0.0166,0,-0.020493925,2.094556,0.0648,2.159356,2.5551,1.94342,0.11290044,0.65111
10/14/13 07:00,10/14/13,07:00:00,6,6.36,99.99824,1.65E-05,0.7,1.038,0.583,83.503,184.77,118.4,3.64,2.609347704,-1.030652401,0.1283,1,0.079170816,-1.58188779,3.74576657,2.16387878,2.6346,2.01495,4.396427,3.6599
10/14/13 08:00,10/14/13,08:00:00,7.9,8.51,99.99891,1.16E-05,0.6,1.038,0.583,240.014,531.32,304.36,7.19,2.878324401,-4.311675656,0.3276,1,0.24703702,-5.11335342,7.455955283,2.342601863,2.8936,2.20481,6.633638,7.0772
10/14/13 09:00,10/14/13,09:00:00,10,11.27,94.00097,0.073844745,0.9,1.038,0.583,477.121,1056.54,552.26,9.84,3.186318417,-6.653681736,0.5581,1,0.48150256,-8.51789893,11.06580343,2.5479045,3.2304,2.41784,9.987767,9.4066
10/14/13 10:00,10/14/13,10:00:00,12.3,13.16,78.30302,0.311643068,1.2,1.038,0.583,604.882,1339.7,660.91,10.79,3.410893376,-7.379106586,0.6608,1,0.5873589,-8.69917398,11.62752445,2.92835047,3.4625,2.65439,10.803428,10.127
10/14/13 11:00,10/14/13,11:00:00,13.5,14.44,72.097984,0.433944596,1.1,1.038,0.582,649.905,1439.54,690.17,11.13,3.564771535,-7.565228579,0.6962,1,0.66429955,-9.1157061,12.21737905,3.10167295,3.6198,2.79223,11.005164,10.341
10/14/13 12:00,10/14/13,12:00:00,14.8,15.38,65.599495,0.582715479,1,1.038,0.582,669.879,1483.8,709.98,11.29,3.690546088,-7.599453873,0.72,1,0.7035068,-9.3796572,12.60609679,3.22643959,3.7351,2.94189,12.166544,10.437
10/14/13 13:00,10/14/13,13:00:00,15.7,15.55,60.101624,0.716690896,1,1.038,0.582,634.399,1405.1,689.24,11.09,3.734204421,-7.355795732,0.7038,1,0.65019166,-8.86347265,12.19789316,3.33442051,3.7552,3.05559,10.228554,10.303
10/14/13 14:00,10/14/13,14:00:00,16.2,14.03,54.70158,0.840522272,1.4,1.038,0.582,434.18,961.48,497.27,9.7,3.541591208,-6.158408602,0.5331,1,0.4793651,-6.16072217,9.69638873,3.53566656,3.5662,3.13223,10.163609,9.194
10/14/13 15:00,10/14/13,15:00:00,16.5,12.84,46.397964,1.01409336,1.4,1.038,0.582,377.825,836.44,471.78,8.8,3.444865288,-5.355134903,0.4938,1,0.44843063,-5.1803998,8.75763804,3.57723824,3.4184,3.19025,7.6526337,7.7682
10/14/13 16:00,10/14/13,16:00:00,15.3,11.33,56.49876,0.761326905,1.2,1.038,0.582,107.985,238.96,150.91,4.51,3.211286827,-1.298713402,0.1666,1,0.20094979,-0.8185895,4.267589284,3.448999784,3.2318,3.10067,4.218647,4.5414
10/14/13 19:00,10/14/13,19:00:00,13.3,10.47,73.102394,0.412833456,1.2,1.038,0.582,0,0,0,0,3.070522779,3.070522779,0,0,0.00190181,3.17339763,0,3.17339763,3.1238,2.98059,-0.18240996,0
10/14/13 20:00,10/14/13,20:00:00,12.9,10.39,73.49795,0.396135567,1.3,1.038,0.582,0,0,0,0,3.063927126,3.063927126,0,0,0.001686925,3.10457487,0,3.10457487,3.1132,2.96541,0.13784876,0
10/14/13 21:00,10/14/13,21:00:00,12.5,10.38,75.29661,0.359576818,1.1,1.038,0.582,0,0,0,0,3.053102098,3.053102098,0,0,0.002197518,3.06627961,0,3.06627961,3.1112,2.94947,-0.4292924,0
10/14/13 22:00,10/14/13,22:00:00,12,10.59,83.69798,0.229519283,1.3,1.038,0.582,0,0,0,0,3.060412133,3.060412133,0,0,-0.002860689,2.97818347,0,2.97818347,3.136,2.92233,0.01161675,0
10/14/13 23:00,10/14/13,23:00:00,11.7,10.79,88.20278,0.162801855,0.6,1.038,0.582,0,0,0,0,3.076883561,3.076883561,0,0,-0.009953176,2.87749837,0,2.87749837,3.1596,2.91535,0.04588741,0
10/15/13 00:00,10/15/13,00:00:00,11.3,10.83,91.801895,0.11014525,0.8,1.038,0.582,0,0,0,0,3.070176033,3.070176033,0,0,-0.01107873,2.86068691,0,2.86068691,3.1637,2.87011,0.892489,0
10/15/13 01:00,10/15/13,01:00:00,11.5,10.79,89.500824,0.142963441,1.3,1.038,0.582,0,0,0,0,3.066883571,3.066883571,0,0,-0.010917925,2.90517564,0,2.90517564,3.158,2.88815,-1.4394928,0
10/15/13 02:00,10/15/13,02:00:00,12.2,10.91,84.79733,0.216913792,1.8,1.038,0.582,0,0,0,0,3.096759894,3.096759894,0,0,-0.003310661,2.90485817,0,2.90485817,3.1718,2.95912,-1.1709785,0
10/15/13 03:00,10/15/13,03:00:00,12.5,11.23,88.39794,0.168876906,1.4,1.038,0.582,0,0,0,0,3.123071872,3.123071872,0,0,-0.005067884,3.03685029,0,3.03685029,3.2101,2.98792,-0.8691798,0
10/15/13 04:00,10/15/13,04:00:00,12.1,11.12,90.59939,0.133238461,0.8,1.038,0.582,0,0,0,0,3.104031127,3.104031127,0,0,-0.009307586,2.97157111,0,2.97157111,3.1958,2.94255,0.02889042,0
10/15/13 05:00,10/15/13,05:00:00,11.3,10.71,93.997574,0.080645313,0.9,1.038,0.582,0,0,0,0,3.040296312,3.040296312,0,0,-0.010769226,2.87898773,0,2.87898773,3.1448,2.85471,0.07379312,0
10/15/13 06:00,10/15/13,06:00:00,11.9,11,93.30331,0.093657029,1.5,1.038,0.582,9.68,21.42,14.1,0.6,3.084163944,2.48416392,0.0129,0,-0.00925588,2.92434489,0.054,2.97834489,3.1794,2.91531,0.31942284,0.59045
10/15/13 07:00,10/15/13,07:00:00,12.4,11.65,92.50098,0.108430627,2,1.038,0.582,72.015,159.35,102.32,3.47,3.187549471,-0.282450558,0.1128,1,0.07009314,-0.755681295,3.634333175,2.87865188,3.258,2.96547,3.5040066,3.4529
10/15/13 08:00,10/15/13,08:00:00,13.2,12.5,89.996635,0.152523674,2.3,1.038,0.582,152.519,337.63,193.98,5.93,3.287118707,-2.642881121,0.2224,1,0.22546826,-3.06243913,6.030467626,2.968028496,3.3613,3.04777,6.7212973,5.7333
10/15/13 09:00,10/15/13,09:00:00,14.5,13.66,85.70299,0.237468888,3.1,1.038,0.582,266.792,590.78,309.67,8.19,3.431583206,-4.758416374,0.3548,1,0.376307,-5.48501076,8.6060161,3.12100534,3.5027,3.18379,9.558898,7.6803
10/15/13 10:00,10/15/13,10:00:00,15.4,14.98,82.30175,0.311766431,2.4,1.038,0.582,431.231,955.09,472.4,10.27,3.598352988,-6.67164747,0.5211,1,0.4853727,-7.89162628,11.10554936,3.21392308,3.6641,3.27742,10.381646,9.2901
10/15/13 11:00,10/15/13,11:00:00,15.8,15.27,81.10075,0.341698076,1.5,1.038,0.582,279.32,618.69,297.41,8.29,3.611700574,-4.678299388,0.3572,1,0.3379553,-5.59409458,9.01089357,3.41679899,3.6988,3.3177,8.848097,7.8309
10/15/13 12:00,10/15/13,12:00:00,16.2,15.37,79.20142,0.385922287,1.6,1.038,0.582,259.09,573.88,275.36,7.94,3.629742506,-4.310257551,0.3332,1,0.32356963,-5.16205742,8.64088103,3.47882361,3.7101,3.3581,8.107397,7.5631
10/15/13 13:00,10/15/13,13:00:00,16.9,16.11,76.1007,0.463975046,1.4,1.038,0.581,359.994,797.33,392.23,9.55,3.739124867,-5.810875324,0.4532,1,0.40567198,-6.92815527,10.49063403,3.56247876,3.8001,3.43084,9.235385,8.6906
10/15/13 14:00,10/15/13,14:00:00,17.2,15.71,74.199974,0.510645977,1.5,1.038,0.581,245.428,543.49,282.02,7.88,3.687074014,-4.1929261,0.332,1,0.31081617,-4.7980874,8.45091959,3.65283219,3.7499,3.46074,8.139605,7.3625
10/15/13 15:00,10/15/13,15:00:00,17,14.99,74.39892,0.500226213,1.5,1.038,0.581,129.314,286.28,162.07,5.31,3.59918535,-1.710814593,0.187,1,0.19153813,-1.74999069,5.42340782,3.67341713,3.6604,3.43685,4.4973664,5.1433
10/15/13 16:00,10/15/13,16:00:00,16,13.99,75.80161,0.443223365,1.7,1.038,0.581,104.823,231.96,146.96,4.57,3.468376522,-1.10162365,0.1626,1,0.17137735,-1.09844932,4.638816478,3.540367158,3.5367,3.32657,4.4923663,4.4727
10/15/13 19:00,10/15/13,19:00:00,13.1,12.61,93.30104,0.101466932,2.2,1.038,0.581,0,0,0,0,3.256125849,3.256125849,0,0,-0.005696321,2.98144327,0,2.98144327,3.3648,3.00538,0.14474112,0
10/15/13 20:00,10/15/13,20:00:00,12.6,12.16,91.49787,0.124580011,1.9,1.038,0.581,0,0,0,0,3.209349843,3.209349843,0,0,-0.007605273,2.95484572,0,2.95484572,3.3089,2.94851,0.73196775,0
10/15/13 21:00,10/15/13,21:00:00,12.2,11.71,88.897385,0.158413623,1.7,1.038,0.581,0,0,0,0,3.162493549,3.162493549,0,0,-0.007421916,2.94822545,0,2.94822545,3.2531,2.90239,-0.6440052,0
10/15/13 22:00,10/15/13,22:00:00,11.8,11.42,87.80276,0.169450178,1.1,1.038,0.581,0,0,0,0,3.118701164,3.118701164,0,0,-0.008895204,2.98134615,0,2.98134615,3.2169,2.85623,0.3784423,0
10/15/13 23:00,10/15/13,23:00:00,11,11.1,93.29626,0.088273041,1.1,1.038,0.581,0,0,0,0,3.07241147,3.07241147,0,0,-0.011579497,2.85677846,0,2.85677846,3.1771,2.76695,-0.29024178,0
10/16/13 00:00,10/16/13,00:00:00,10.1,10.43,96.901794,0.038395941,1.4,1.038,0.581,0,0,0,0,2.987248638,2.987248638,0,0,-0.013209943,2.70103558,0,2.70103558,3.0949,2.66705,0.8924596,0
10/16/13 01:00,10/16/13,01:00:00,9.6,10.14,97.60108,0.028740022,1,1.038,0.581,0,0,0,0,2.953325172,2.953325172,0,0,-0.014485654,2.63469135,0,2.63469135,3.0589,2.61021,2.1099646,0
10/16/13 02:00,10/16/13,02:00:00,8.9,9.6,99.99571,4.90E-05,1.5,1.038,0.581,0,0,0,0,2.898706947,2.898706947,0,0,-0.016735667,2.54376661,0,2.54376661,2.9927,2.53204,-1.1195897,0
10/16/13 03:00,10/16/13,03:00:00,8.7,9.31,100.002655,-2.99E-05,1.6,1.038,0.581,0,0,0,0,2.874708042,2.874708042,0,0,-0.017269297,2.50356287,0,2.50356287,2.9569,2.50738,-0.00143941,0
